,date,review,rating,isEdited,title,userName,developerResponse
23,2022-09-29 00:24:06,Làm ăn bố láo vừa đăng ký được mấy ngày đã trừ luôn 132k tiền phí thường liên năm 2022,1,False,Làm ăn bố láo,Ông khoẻ,"{'id': 32329137, 'body': 'Chào bạn Ông khoẻ,\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nbạn tham khảo biểu phí tại đây nhé: https://www.techcombank.com.vn/cong-cu-tien-ich/bieu-phi-dich-vu\r', 'modified': '2022-10-01T01:30:22Z'}"
24,2022-08-14 09:43:33,"Trải nghiệm cực kì, cực kì tệ. Tưởng app mới sẽ cải tiến và thông minh hơn nhưng đi ngược lại 1000 lần .",1,False,Cực kì thất vọng,longthanhhoahue,"{'id': 31476246, 'body': 'Chào bạn ngthanhhoahue, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé.', 'modified': '2022-08-16T02:01:37Z'}"
25,2022-08-06 03:22:34,"Fast mobile lúc đầu rất thông minh và dễ sử dụng, ko hiểu sao thay sang cái app lol què ngu xuẩn này. Dùng bực cả mình. Vừa dùng vừa phải chửi thằng ngu nào phát triển ra cái app và thằng ngu nào duyệt app",1,False,App mới quá rối mắt và thiếu thông minh,Khách hàng bỏ đi vì app ngu,"{'id': 31320273, 'body': 'Chào bạn,\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNgân hàng xin ghi nhận đóng góp của bạn và cảm ơn bạn đã luôn đồng hành cùng Techcombank', 'modified': '2022-08-07T15:31:48Z'}"
26,2022-07-26 01:05:01,Cho phép đăng nhập và chuyển khoản chỉ cần dùng mã mở khoá là không an toàn dễ bị  người khác  đánh cắp,1,False,Đăng nhập và chuyển khoản,hoangdatmobile,"{'id': 31116877, 'body': 'Chào bạn hoangdatmobile,\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNgân hàng xin ghi nhận đóng góp của bạn và cảm ơn bạn đã luôn đồng hành cùng Techcombank.', 'modified': '2022-07-27T05:06:48Z'}"
27,2022-03-28 19:31:13,"Thêm tính năng ẩn số tiền trong tài khoản đi ad ơi, mỗi lần zô hiện tiền lộ hết, ai cũng thấy cả, phiên bản cũ thấy v mà ok hơn phiên bản này",5,False,Góp ý,Bi Bụng Bự94,
28,2022-04-21 06:05:37,Chi thông báo số dư nhưng k có số dư ở phần tin nhắn cho người dùng dễ kiểm tra và kiểm soát. Dạo này nhiều phốt mất tiền cả mười mấy tỉ bạc bên ngân hàng mình người dân bỏ hết.,3,False,Dở,mnfbhdh,
29,2022-01-18 03:07:36,Phiên bản Fast Mobile có Smart OTP dùng đảm bảo. Phiên bản này chỉ cần vân tay hoặc mã pin 4 số là có thể đăng nhập và chuyển tiền dễ dàng. Không có tính bảo mất tốt,3,False,Bảo mật không cao,vietaaron,
30,2022-02-25 08:47:58,"Giao diện rất xấu, cỡ chữ to, khó thao tác. Giao diện của F@st Mobile nhìn chuyên nghiệp và đẹp hơn rất nhiều",1,False,Giao diện rất xấu,phuongggg1234,
31,2022-02-24 04:34:53,"Giao diện xấu, UX không thân thiện như phiên bản Fast Mobile. Hi vọng designer bên Techcombank để ý tới users.",1,False,Giao diện xấu,Lamdoann,
32,2022-02-22 09:40:05,"Viết ra cái app không thể nào chán hơn, đến nể anh coder",2,False,Chán,thang9ok,
33,2022-04-23 06:34:31,Không có tính năng hiển thị số dư rất ư bực mình thích app cũ hơn,1,False,Không hài lòng,thì@,
34,2022-01-19 08:34:21,"App không hỗ trợ báo lại số dư tài khoản sau mỗi giao dịch, rất khó kiểm soát",1,False,App,abybelonlaly,
35,2022-02-23 12:35:31,"Khó dùng thật sự, lại còn k hiển thị số dư sau sau mỗi giao dịch 🙏🏻",1,False,Tệ quá :((,oamqbhxkpapwmbxyekmdj,
36,2023-02-07 12:25:36,"Phi thường niên rất cao, gấp đôi các ngân hàng khác, khuyên mn đừng nên sử dụng",1,False,Phi thường niên,maithanhthys,"{'id': 34752883, 'body': 'Chào bạn maithanhthys, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé', 'modified': '2023-02-08T15:23:32Z'}"
37,2023-01-26 13:55:01,"App gì tới 365mb còn hơn cả mấy app khủng như gg maps, grab, youtube???",1,False,"App nặng, 365mb???",mozartilize,"{'id': 34533566, 'body': 'Chào bạn mozartilize,\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNgân hàng xin ghi nhận đóng góp của bạn và cảm ơn bạn đã luôn đồng hành cùng Techcombank', 'modified': '2023-01-28T15:52:12Z'}"
38,2023-01-21 17:38:28,Ngày 19/1 ngân hàng gửi cả thông báo test kên môi trưởng Production (thông báo quảng cáo dịch vụ lì xì online). Cần chấn chỉnh test làm việc chuyên nghiệp hơn. Ngân hàng lớn mà làm ăn thiếu trách nhiệm,1,False,Gửi cả thông báo test kênh Production,dao. huong,"{'id': 34439901, 'body': 'Chào bạn dao. huong, \n\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNgân hàng xin ghi nhận đóng góp của bạn và cảm ơn bạn đã luôn đồng hành cùng Techcombank', 'modified': '2023-01-23T15:17:16Z'}"
39,2023-01-16 04:02:50,Cần tách biệt thông báo quảng cáo và thông báo tài khoản,1,False,Tắt thông báo,sgnhn,"{'id': 34338376, 'body': 'Chào bạn sgnhn,\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNgân hàng xin ghi nhận đóng góp của bạn và cảm ơn bạn đã luôn đồng hành cùng Techcombank', 'modified': '2023-01-17T15:14:02Z'}"
40,2022-07-07 06:10:50,"Suốt ngày gọi chào rút tiền thẻ tín dụng, ngân hàng qq bố méo dùng nữa",5,False,thẻ tín dụng,No111111221,"{'id': 30787760, 'body': 'Chào bạn No111111221, chúng tôi xin phép phản hồi thông tin như sau : Nếu từ tổng đài Techcombank gọi cho bạn thì sẽ chỉ hiển thị số điện thoại là  0247 3086789.\r\nNgoài ra nếu bộ phận Telesale của Techconbank gọi ra cho Khách hàng sẽ hiển thị các số sau:\r\nMiền Bắc : 02432283588\r\nMiền Nam: 02432693188\r\nTrường hợp bạn nhận được cuộc gọi/SMS từ SĐT khác vui lòng liên hệ CN/QGD gần nhất của Techcombank để được xác minh thêm thông tin\r\n**Techcombank khuyến cáo bạn cảnh giác với các yêu cầu trả phí để được đăng ký/sử dụng dịch vụ, đồng thời KHÔNG cung cấp thông tin bảo mật như mật khẩu, tên đăng nhập, mã kích hoạt/mã OTP, số thẻ... cho bất kỳ ai và trên bất kỳ hình thức nào', 'modified': '2022-07-08T10:59:01Z'}"
41,2022-12-08 06:25:15,"Phần intro lúc mở app quá cồng kềnh mất thời gian, mất 10s chỉ để khởi động xong app, quảng cáo hơi nhiều, giờ không còn là chục năm trước mà phải phô diễn các hiệu ứng động, chuyển cảnh, người dùng mong muốn một ứng dụng thông minh, nhanh chóng, tiện lợi.",2,True,Intro quá dài,Cao Duy Anh,"{'id': 33184762, 'body': 'Chào bạn Cao Duy Anh,\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNgân hàng xin ghi nhận đóng góp của bạn và cảm ơn bạn đã luôn đồng hành cùng Techcombank', 'modified': '2022-12-08T06:25:16Z'}"
42,2022-09-29 12:00:25,"Không kích hoạt được thẻ cứng, cứ báo lỗi suốt gần 1 tháng trời không cho kích hoạt, rồi xin lỗi vì sự bất tiện. Đề nghị techcom fix lại vấn đề này gấp, bực cả mình!!!",1,False,Te,DLamorSara,"{'id': 32329142, 'body': 'Chào bạn DLamorSara, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé.', 'modified': '2022-10-01T01:32:00Z'}"
43,2022-09-28 01:19:02,Lừa đảo. Nạp tiền vào bị hút 200k,1,False,Như sịt,linhnga93,"{'id': 32298991, 'body': 'Chào bạn linhnga93,\r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNgân hàng xin ghi nhận đóng góp của bạn và cảm ơn bạn đã luôn đồng hành cùng Techcombank.', 'modified': '2022-09-29T10:53:29Z'}"
44,2022-09-20 02:49:36,"Tại sao không cho chuyển tiền sát giá với tiền trong số tài khoản vậy???
100.000 chuyển 70.000 cũng bảo là không đủ tiền.
50.000 thậm chí chuyển đi có 10.000 thôi cũng bảo là số dư không đủ để chuyển. 
Làm ăn kiểu gì vậy????
Làm ơn khắc phục giùm đi lắm trò quá. Thấy hối hận khi lựa chọn Tech rồi đấy!",1,False,TỆ HẠI,maringuyen1804,"{'id': 32160308, 'body': 'Chào bạn maringuyen1804, số dư tối thiểu duy trì trong tài khoản là 50,000VNĐ bạn nhé!', 'modified': '2022-09-22T01:58:33Z'}"
45,2022-09-05 13:18:40,Thông báo biến động số dư của app chậm quá ad ơi. Toàn phải mở app ra để check,3,False,Thông báo chậm,roiKT,"{'id': 31899731, 'body': 'Chào bạn roiKT, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé.', 'modified': '2022-09-08T02:10:24Z'}"
46,2022-08-14 10:18:39,Trong mục tài khoản k thấy phần thông tin thẻ tín dụng của mình. Không biết giờ làm thế nào để truy cập vào thông tin thẻ tín dụng. Đây là lỗi hay là tính năng mới của phần mềm?,1,False,Phần mềm không hiển thị thẻ tín dụng,ChocoKhoai,"{'id': 31476252, 'body': 'Chào bạn ChocoKhoai, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé.', 'modified': '2022-08-16T02:02:01Z'}"
47,2022-08-10 03:46:32,Tại sao không thể xoá lịch sử giao dịch. Thật sự ứng dụng mới này còn quá nhiều bất cập nên cải thiện 1 số vấn đề ngay và luôn ví như xoá lịch sử biến động số dư,1,False,Không hài lòng,phong 1800,"{'id': 31411194, 'body': 'Chào bạn phong 1800, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé.', 'modified': '2022-08-11T15:22:28Z'}"
48,2022-08-08 10:15:09,Tại sao không cho 2 máy truy cập cùng 1 tài khoản ngân hàng. Vợ chồng mình cùng quản lý chung 1 tài khoản. Nhưng bây giờ chỉ 1 người có thể truy cập.... khá khó chịu,1,False,Bất tiện,hidenam16,"{'id': 31368705, 'body': 'Chào bạn hidenam16, việc sử dụng ứng dụng NHĐT chỉ có hiệu lực trên 1 thiết bị duy nhất, vì vậy bạn cần đăng ký thiết bị sử dụng. Khi chuyển sang sử dụng ứng dụng trên thiết bị mới bạn cần đăng ký lại thiết bị sử dụng bạn nhé.', 'modified': '2022-08-09T15:27:53Z'}"
49,2022-07-25 19:40:44,Điền đúng thông tin mà vẫn k khôi phục đc pass,1,False,Chán,nehdvch,"{'id': 31113894, 'body': 'Chào bạn nehdvch, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé.', 'modified': '2022-07-27T00:43:01Z'}"
50,2022-07-25 18:35:52,"App này cải tiến hay cải lùi? 
- Trước F@st mobile còn lưu được mã khách hàng điện, nước để thanh toán, giờ không lưu được.
- Có cái liên kết với Ví 9pay từ lúc còn F@st mobile cho đến giờ vẫn không dùng nổi vì cứ nạp tiền là nó đòi vào F@st mobile trong khi up lên app mới rồi. Huỷ mãi không được, 6 tháng rồi vẫn ko xong, cùi quá!",1,False,App kém,Pimmon12345,"{'id': 31113898, 'body': 'Chào bạn Pimmon12345, \r\nTechcombank rất tiếc về những bất tiện mà bạn đã gặp phải trong quá trình sử dụng dịch vụ.\r\nNếu bạn tiếp tục gặp sự cố, bạn vui lòng liên hệ tổng đài miễn phí 1800 588 822 (trong nước) hoặc +84 24 3944 6699 (quốc tế) hoặc gửi yêu cầu về hòm thư : call_center@techcombank.com.vn để được hỗ trợ và tư vấn chi tiết nhé.', 'modified': '2022-07-27T00:43:16Z'}"
51,2022-05-03 05:41:26,Mình rất thích giao diện này nhưng thỉnh thoảng hay bị lỗi. Hiện giờ mình đang không xem được biến động số dư nên cũng hơi phiền chút. Mong khắc phục sớm,5,False,Tech,bong30050,
52,2022-05-27 01:24:50,"cân thân khi mở thẻ tín dụng của ngân hàng này, nhân viên tư vấn 1 kiểu đến lúc thanh toán kiểu khác",1,False,góc cảnh báo,mat kinh sai gon,
53,2022-05-26 00:56:40,"Đăng nhập, xác nhận giao dịch chỉ bằng mã pin 4 số giống nhau rất dễ bị nhìn trộm. Giao diện cực kì xấu, nhìn có vẻ tối giản nhưng thực chất để thực hiện 1 giao dịch phải bấm qua nhiều bước rất rườm rà thay vì nằm hết ở 1 trang như app cũ. Trả nghiệm app 1 thời gian vẫn chưa mò ra được tra cứu thẻ tín dụng nằm ở chỗ nào mặc dù app cũ đã có.
Hy vọng không bắt buộc đổi mật khẩu liên tục như app cũ",1,False,BẢO MẬT KÉM - GIAO DIỆN XẤU,hxhsjsjjs,
54,2022-05-16 22:54:06,"Lúc chuẩn bị mở được quảng cáo miễn phí nhiều thứ, nhưng sau đó bị trừ phí DTTK mất 14k mấy + 1k4. Tìm hiểu mới biết phải duy trì 2 tr mới k bị. Thôi huỷ xài tiếp Timo",1,False,Quảng cáo sai,Lực Hiền,
55,2022-05-09 04:00:52,Chờ khum bít nào tới lượt lun á,1,False,Alooo,Bồ doja cat,
56,2022-04-28 07:00:41,Tôi mở thẻ nhận được thẻ rồi mà k biết nơi cấp ở đâu làm sao để biết được,5,False,Mở thẻ,xbdbdhd,
57,2022-04-28 12:50:30,Sao mình lâu được chuyển qua app mới vậy??,4,False,S,ko bt rvb,
58,2022-04-24 11:27:37,Mình nghĩ nên thêm tính năng lưu lại số dư cuối khi tiền đc cộng vào & chuyển ra sẽ giúp người dùng quản lý dòng tiền tốt hơn,5,False,Thêm tính năng,dau2kk,
59,2022-04-27 03:12:49,Đăng kí online cứ mặc định khách hàng lấy thẻ cứng. Nạp tiền vào là giữ tiền thẻ luôn. Ngân hàng chất lượng kém như thế này sập đi là vừa.,1,False,Thật sự bố láo,Lỗiquanhieu,
60,2022-04-23 07:56:51,Ap j ma thấy khó dùng với ngôn ngữ khó hiểu ko bằng ap cũ tiện lợi.chảng thấy thanh toán dư nợ thẻ visa đâu,5,False,Khó,MinhJun6789,
61,2022-04-23 10:35:30,"Bắt chuyển qua dùng nhưng báo lỗi , gọi hướng dẫn khắp nơi k đc. Hỗ trợ , kĩ năng kém",1,False,"Quá tồi tệ, phi cân nhắc chuyển ngân hàng khác",gụbfxn24,
62,2022-04-22 11:54:56,Mình không thể tìm thấy thẻ tín dụng của mình trong mục quản lý thẻ,3,False,Thiếu tính năng,ducvinn,
63,2022-04-23 06:26:38,Bỏ NH này luôn,1,False,App như cái đb vậy,Adingon,
64,2022-04-23 05:55:19,quá tồi tàn,1,False,k tốt,Tfsetyutfd,
65,2022-04-22 14:48:44,Ứng dụng quá tù!,1,False,Tù,haopro93,
66,2022-04-22 08:42:03,"Ứng dụng đơ lag, vào và thao tác bên trong rất chậm. Thỉnh thoảng không thực hiện được chức năng chuyển tiền hay kiểm tra lịch sử giao dịch dù không có thông báo bảo trì.
Tình trạng đã xảy ra khá lâu mà có vẻ như ngân hàng không muốn khắc phục. Thất vọng!",2,False,Đáng thất vọng cho 1 ngân hàng lớn,Ncgivc,
67,2022-04-22 10:51:00,"Nâng cấp mà tệ hơn bản cũ, giao diện mờ ko rõ mặt dù đã đổi nền nhiều lần. Các tính năng cũng ko hiện rõ như phiên bản cũ , bực mình , chắc chuyển qua ngân hàng khác xài cho rồi 😡😡😡😡😡",1,False,"Nhập mật khẩu 4 số thay vì chữ và số như cũ, cảm giác bảo mật ko cao",KH Techcombank,
68,2022-04-22 09:26:15,quá chán,1,False,Quá lag quá chán cái ứng dụng mới này. ảnh hưởng rất lớn tới công việc,hứa quang huy,
69,2022-04-22 05:48:27,"App tải quá lâu, mất rất nhiều thời gian, app củ cũng Ok. Ko cần thiết phải ép người dùng chuyển qua app mới, rất bực bội với teccombank.",1,False,"App quá nặng, tải lâu, ko cần thiết",1237894563450855,
70,2022-04-22 04:43:24,App mới dùng lag và đơ liên tọi co tiền muốn tiêu cũnh khó,1,False,Dùng rất chán,vandieutot,
71,2022-04-22 04:17:02,"App mới quá khó dùng, giao diện xấu ghê",1,False,Trải nghiệm app mới quá tệ,Bich Ngan 196,
72,2022-04-22 03:51:41,"Techcombank ngày càng tệ, dùng tech 4 năm nay giờ phải ck hết tiền ra k xài nữa. App mới đc cái chuyển cùng chủ khoản là tiện . Còn lại tệ hại. Mã đăng nhập chỉ cần 4 số. Giao diện xấu. Giờ đăng nhập vô cũng k đc luôn",1,False,"Quá tệ, bỏ luôn không dùng nữa",sói 09,
73,2022-04-22 03:05:53,Rất khó chịu cho ng mới,1,False,Giao diện,bento2k1,
74,2022-04-22 02:10:52,"Chưa thấy một cái ứng dụng nào tệ hại ntn, cả cty mình tải mới mà ai cũng phải kêu không hiểu app ai viết, quá mất thời gian cho khách. Sau lần này sẽ chuyển toàn bộ của tech sang ngân hàng khác",1,False,Quá tệ ngân hàng tồi tệ,messcoca,
75,2022-04-22 00:30:31,Những đứa cmt 5* toàn nhân viên :)),1,False,Những đứa cmt 5* toàn nhân viên :)),thvn98,
76,2022-04-21 14:43:12,"Pass hạn chế kém, giao diện lung tung khó sử dụng",1,False,Bảo mật,Abcd vSE,
77,2022-04-21 14:21:29,"Ứng dụng bảo mật kém, khó sử dụng. 
Không thể quay lại sử dụng ứng dụng cũ",1,False,"Ứng dụng bảo mật kém, khó sử dụng.",Ngu nên bị lừa,
78,2022-04-21 11:55:35,Ứng dụng kém hơn hẳn cái màu đỏ.xem giao dịch hay báo lỗi.tiền vào lúc báo lúc ko,1,False,Kém,Hải Mu,
79,2022-04-21 11:38:22,Ko thể ck tới tk khác thông qua số thẻ,1,False,App ko hỗ trợ ck qua tk thẻ,Quan tran 69,
80,2022-03-27 05:25:45,Khi nào mình mới sử dụng được app này?,5,False,Chưa cho dùng app này. Bắt dùng app cũ,Hoang Mau,
81,2022-04-21 10:54:43,"Rất khó dùng, hiện đại quá mà loay hoay mãi ko xong cái app",1,False,"App khó dùng, chán ơi là chán",Utmit22,
82,2022-04-21 07:11:52,"K có số dư mỗi lần cộng trừ tk, rất bất tiện luôn. Muốn đổi lại app cũ k đc 😡",1,False,Bất tiện,09273300..,
83,2022-04-21 03:46:16,"Không hiện số dư sau mỗi lần nhận, chuyển tiền, một tính năng tối thiểu mà 1 ngân hàng như techcombank lại không làm được.",1,False,Không hiện số dư,HAD1507,
84,2022-04-21 02:51:39,Tiền của khách hàng 13tỷ . Bị mất mà không giải quyết . Tôi ko tin tưởng ngân hàng . Đi rút tiền thôi .,1,False,Tiền của khách hàng tự nhiên mất,n10&);,
85,2022-04-21 01:54:20,Như cutttttt,1,False,.,NaowjsnqozbwkajsbqlBsjqlzbsj,
86,2022-04-20 22:58:09,"Đã mấy ngày rồi mà app vẫn lỗi, tech nói phải cập nhật app nhưng mình cập nhật rồi vẫn không được. Bao việc gấp cần xử lí mà tech làm ăn thế này chán quá",1,False,App lỗi,Oc que,
87,2022-04-20 15:06:42,"App mới load quá chậm, Khó dùng, Rối mắt, và nhiều cái chưa trải nghiệm hết
Xin vĩnh biệt cụ từ đây sau nhiều năm chung lối🐧🐧🐧",1,False,Chỉ đáng 1⭐️,Giải Giải,
88,2022-04-20 14:56:04,"App mới tuy đơn giản nhưng không thấy có số dư tài khoản, mật khẩu không cho kí tự đặc biệt, dễ dàng bị hách. Nói chung app mới quá ư là thất vọng.",1,False,Đánh giá thấp,Tê giác đêm,
89,2022-04-20 13:24:53,"Thật muốn bỏ techcombank vì cái app mới, bất tiện ngay từ khâu cài đặt trở đi. Các anh nên dùng lại app cũ và điều chỉnh thêm vài tiện ích là ổn. Chứ vì cái app này tôi muốn xoá luôn tài khoản tech.",1,False,Không bằng 1/10 app cũ,Hoangloctranle,
90,2022-04-20 11:59:55,"Thật sự nản khi đổi qua app này gần nửa năm, số dư sau mỗi lần chuyển khoản hay nhận tiền đều không có để biết được là thời điểm đó còn bao nhiêu như app cũ. Tệ!",1,False,Quá tệ!,ngnie,
91,2022-04-19 00:39:01,App này 4 năm rồi mà sao tôi vẫn chưa đx lên nhỉ @@,2,False,Sao tôi chưa được lên app này,Green Vietnam,
92,2022-03-19 14:28:58,Có cách nào về lại app cũ đc k ak,5,False,Không thấy có phần nạp thẻ điện thoại,minhtrung24491,
93,2022-03-19 10:39:00,trải nghiệm tốt!,5,False,Tốt,sơn.t,
94,2022-03-18 16:24:57,Cần nhiều giao diện hơn,5,False,Hình nền,hauphuongle,
95,2022-03-18 16:18:25,ủa đang xài app cũ chuyển sang app này ko đăng nhập đc lun ạ?,5,False,k dùng đc,tulokho0109,
