,date,developerResponse,review,rating,isEdited,title,userName
10,2020-10-26 09:52:14,,"Tôi đã sử dụng và thấy đây là một ứng dụng vô cùng tiện ích, thân thiện với người sử dụng. Rất nhiều dịch vụ tôi không cần đến ngân hàng vẫn có thể tự thực hiện ở nhà.",5,False,Ứng dụng hết sức tiện ích,hoanguyen65072
11,2020-10-26 09:38:05,,"Theo tôi đây là 1 ứng dụng thân thiện vs ng sử dụng với nhiều tiện ích đa dạng, thiết thực",5,False,"Ứng dụng thân thiện, giao diện dễ sử dụng",PhuongZu0209
12,2021-03-23 16:22:13,,"Giao diện mới khá ổn, tiếp tục cải tiến hơn nhé",5,False,Đã update,thuynnnn
13,2022-10-12 16:52:40,"{'id': 32574448, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!\r\n', 'modified': '2022-10-14T10:30:12Z'}","Thấy app hiện đại, mình có thể đăng ký số tài khoản giống số điện thoại hay theo nickname mà mình thích. Tiện lợi phết!",5,False,Tiện lợi,hbkbbbgij
14,2022-10-12 16:44:41,"{'id': 32574438, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!', 'modified': '2022-10-14T10:29:50Z'}","Có app BIDV SmartBanking cuộc sống của mình đơn giản hơn rất nhiều. Quản lý được việc chi tiêu, mua sắm cũng không cần đem ví, quá tuyệt vời!",5,False,"Đơn giản, tiện dụng",ductung01112001
15,2022-09-19 03:11:35,"{'id': 32126029, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!\n', 'modified': '2022-09-20T12:11:19Z'}","Mình đã dùng qua nhiều ngân hàng số nhưng thấy BIDV vừa nhanh vừa bảo mật an toàn, quá trình xài ít lỗi, ứng dụng nhiều chức năng hay",5,False,Nhận xét,LD 2210
16,2022-09-17 12:29:38,"{'id': 32113498, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!\n', 'modified': '2022-09-20T01:58:51Z'}",Dạo này BIDV hot quá. Tính năng đa dạng mà nghe nói trải nghiệm dùng thích thật cả phiên bản mobile và web,5,False,tốt,hải hoaaa
17,2021-03-20 10:04:02,"{'id': 21784541, 'body': 'Cảm ơn bạn đã để lại phản hồi. Mọi ý kiến đóng góp đều đáng quý giúp chúng tôi hoàn thiện sản phẩm và dịch vụ của BIDV.', 'modified': '2021-03-22T02:35:47Z'}","Nên có dòng tổng cộng nhóm tài khoản tiền gửi, tiền vay,... để khách hàng có thể kiềm tra nhanh.

Cám ơn BIDV",5,False,"Nên có dòng tổng cộng nhóm tài khoản tiền gửi, tiền vay",ngocquangtran
18,2021-01-19 06:21:16,"{'id': 20725412, 'body': 'BIDV rất tiếc vì bạn đã có những trải nghiệm không mong muốn. Vui lòng để lại thông tin hoặc liên hệ 19009247 để được hỗ trợ kịp thời', 'modified': '2021-01-29T07:17:01Z'}",Em vào app k đc chỉ hiện dòng chữ BIDV xong out ... em cần nhà cung cấp fix lại app hoặc xem lại giúp em.,1,False,Lỗi app,":62)3,,:7"
19,2019-12-09 03:36:27,"{'id': 18206450, 'body': 'BIDV xin chân thành xin lỗi vì bất tiện này. Chúng tôi đã ghi nhận ý kiến phản hồi của khách hàng để cải thiện hệ thống phục vụ khách hàng ngày một tốt hơn. ', 'modified': '2020-10-01T01:43:33Z'}","Dùng lâu năm rồi, mà suốt ngày bảo trì hoặc lỗi sever toàn vào lúc cần thiết ! Thôi thì say bye !!!",1,False,Thật vọng,Gghjjgdfuknb
20,2023-01-31 05:09:01,"{'id': 34626683, 'body': 'BIDV rất xin lỗi về sự bất tiện Quý khách gặp phải và cảm ơn Quý khách đã chia sẻ ý kiến phản hồi về dịch vụ. Thông tin này sẽ được chuyển đến bộ phận phát triển sản phẩm của BIDV để nghiên cứu nâng cao chất lượng dịch vụ. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng BIDV trong thời gian tới!', 'modified': '2023-02-02T04:18:34Z'}","Mình thấy ứng dụng thiếu tính tiền tư. Vào ứng dụng vẫn lưu thông tin tài khoản, không cần nhập mật khẩu vẫn xem được các thông báo biến động số dư. Hi vọng ngân hàng cải thiện thêm tính năng để được riêng tư hơn.",4,False,Thiếu tính riêng tư,12986372711
21,2019-05-30 04:56:55,"{'id': 18209474, 'body': 'Tính năng này có chức năng xóa danh bạ nên bạn vui lòng thử lại hoặc liên hệ với hotline 19009247 để được hướng dẫn chi tiết. ', 'modified': '2020-10-01T07:35:33Z'}","Lưu danh bạ hưởng thụ xong không thể xoá được, toàn báo lỗi???? Sao 1 ngân hàng lớn mà cái ứng dụng online nó lại kém chất lượng như vậy?",1,False,Kém,vip&@
22,2018-11-15 04:38:25,"{'id': 18209500, 'body': 'Cảm ơn bạn đã để lại phản hồi. Hiện nay BIDV Smartbanking đã có tính năng cấp lại mật khẩu ngay trên ứng dụng để thuận tiện cho khách hàng. ', 'modified': '2020-10-01T07:37:11Z'}",Có mỗi việc quên mật khẩu đăng nhập quá 5 lần bị khoá tài khoản mà phải lẻn tận ngân hàng lấy lại mk .vừa tốn time vừa tốn công sức trong khi đó có phần quên mật khẩu trên app mà phải lên tận ngân hàng đổi lại . K thể thực hiện trên máy đt đc...  nản quá,1,False,Nản,Hoangthuthuy280991
23,2021-07-17 09:16:54,"{'id': 24028450, 'body': 'Xin lỗi bạn vì sự bất tiện này. Bạn vui lòng thử lại hoặc liên hệ tổng đài 19009247 để được hỗ trợ.', 'modified': '2021-07-20T10:55:43Z'}",Bảo trì suốt mà cập nhập mãi không được,1,False,Bình luận,Skynet04
24,2020-12-11 16:33:36,,"Có mỗi cái thông báo biến động số dư mà lỗi lên lỗi xuống, mấy hôm nay chuyển tiền với nhận được tiền mà chả thấy thông báo gì. chả biết đã nhận được chưa. Bực",1,False,Lỗi biến động số dư,Vanannhhh
25,2020-10-26 10:07:14,,"Đây là một ứng dụng thiết thực trong cuộc sống hiện đại, nhờ có ứng dụng này tôi đã tiết kiệm dc rất nhiều thời gian và tiền bạc do không cần phải trực tiếp lên quầy chuyển tiền, thêm vào đó phí chuyển cũng thấp hơn so với chuyển tiền tại quầy",5,False,Ứng dụng rất dễ sử dụng,Cuongxop152546
26,2019-12-18 03:26:33,"{'id': 18210595, 'body': 'BIDV rất xin lỗi bạn vì những trải nghiệm chưa được tốt này. Chúng tôi ghi nhận những ý kiến đóng góp của khách hàng để hoàn thiện ứng dụng phục vụ khách hàng ngày một tốt hơn.', 'modified': '2020-10-01T08:30:13Z'}","App chậm ko mượt, đăng nhập chờ lâu không kiểm tra chi tiết về lịch sử giao dịch như NH khác, cần cải tiến",1,False,App chậm,can lol biet danh
27,2022-11-26 06:03:19,"{'id': 33398032, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!', 'modified': '2022-11-28T07:33:22Z'}","Giao diện đẹp, dễ sử dụng, chuyển khoản nhanh, tiện lợi. 😍",5,False,Smart banking ok nhất từng sử dụng,Nhu Nhi 💕
28,2023-01-27 10:42:59,"{'id': 34541189, 'body': 'BIDV rất xin lỗi về sự bất tiện Quý khách gặp phải. Hệ thống BIDV yêu cầu đổi mật khẩu dịch vụ định kỳ 06 tháng 1 lần để đảm bảo an toàn cho tài khoản của khách hàng. Trường hợp không nhớ mật khẩu, Quý khách cũng có thể sử dụng tính năng ""Quên mật khẩu"" trên ứng dụng để cấp mật khẩu mới. Cảm ơn Quý khách!', 'modified': '2023-01-29T11:16:23Z'}",Năm 2023 rồi vẫn BẮT khách hàng đổi pass. Chúng mày không nghĩ ra trò gì để dev à?,1,False,Ngu dốt về thiết kế trải nghiệm,thienelcielo
29,2022-11-22 00:59:10,"{'id': 33325518, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!', 'modified': '2022-11-23T10:50:26Z'}","CÓ APP BIDV SMARTBANKING TÔI CẢM THẤY YÊN TÂM KHI KHÔNG PHẢI DÙNG TIỀN MẶT, ĐỐI TÁC NHẬN TIỀN NHANH 🥰🥰🥰🥰",5,False,APP TRÊN CẢ TUYỆT VỜI 🥰🥰🥰🥰,duynv bidv
30,2022-11-15 15:02:42,"{'id': 33228168, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \r\n', 'modified': '2022-11-18T03:18:47Z'}","App hiện đại, thân thiện, nhiều tiện ít. Vote 5 sao",5,False,Tuyệt vời,Trần Minh Nam
31,2022-10-12 16:44:47,"{'id': 32574443, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!', 'modified': '2022-10-14T10:29:58Z'}","Ngân hàng dùng rất tốt, dễ sử dụng",5,False,10000000đ,vuxquang
32,2022-10-12 04:08:09,"{'id': 32574271, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!', 'modified': '2022-10-14T10:24:47Z'}","Thanh toán đơn giản với QR code, thỉnh thoảng hay có mã giảm nữa. Thật tiện lợi.",5,False,Quét mã siêu nhanh,hung24011
33,2022-10-12 03:51:57,"{'id': 32574268, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!', 'modified': '2022-10-14T10:24:33Z'}","Tôi thường xuyên dùng App BIDV SmartBanking để đặt vé xem phim, vì sự tiện lợi cũng như ưu đãi hấp dẫn, thật là tuyệt vời.",5,False,Nhiều promotions,jay chim
34,2022-10-12 03:16:49,"{'id': 32574256, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!', 'modified': '2022-10-14T10:24:02Z'}","Rất tiện, mưa gió chỉ cần nằm ở nhà cũng thanh toán được hóa đơn điện nước hay mua thẻ điện thoại ngay trên app luôn.",5,False,Tiện lợi,LDBHS
35,2022-10-11 18:17:18,"{'id': 32574213, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!', 'modified': '2022-10-14T10:22:23Z'}","Siêu tiện lợi! Thanh toán hóa đơn điện, nước, internet ngay trên app luôn. Đỡ mất công đi ra ngoài quầy để thanh toán.",5,False,"Tiện lợi, dễ dàng",Tây môn xuy snow
36,2022-10-11 15:19:12,"{'id': 32574210, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!', 'modified': '2022-10-14T10:22:08Z'}","Ở đâu cũng có thể thanh toán hóa đơn, đặt vé hay mua sắm trên app.",5,False,Thoải mái đặt các dịch vụ qua app,díttioofouo
37,2022-09-19 01:10:44,"{'id': 32126015, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!\n', 'modified': '2022-09-20T12:10:29Z'}","Ứng dụng đẹp bên ngoài, chất lượng bên trong. Giao diện rất đẹp rất hợp mệnh, số tài khoản lộc phát cả năm làm ăn thuận lợi và thịnh vượng. Cảm ơn BIDV rất nhiều!",5,False,Tốt lắm,Linh xinhhhhhh
38,2022-09-18 08:41:57,"{'id': 32126009, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!\n', 'modified': '2022-09-20T12:10:10Z'}",Phiên bản mới mượt mà dễ sử dụng. có tính lăng vay cầm cố online rất tiệm,5,False,Tiết kiện thời gian,Nguyên nguyên xinh gái
39,2022-09-18 05:51:48,"{'id': 32125970, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!\n', 'modified': '2022-09-20T12:09:05Z'}",tiện chuyển tiền nhanh dùng rất ưng ý,5,False,tốt,linhnjj
40,2022-09-18 04:15:26,"{'id': 32125954, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!\n', 'modified': '2022-09-20T12:08:39Z'}","App hiện đại, chuyển tiền nhanh chóng tiện lợi dễ dùng",5,False,Tốt,0346154856
41,2022-09-17 23:38:01,"{'id': 32125923, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!\n', 'modified': '2022-09-20T12:07:19Z'}","Một chiếc app ưu việt nhiều tính năng cần thiết, nên có app giải quyết tất cả ( phuong can)",5,False,Tốt,phuongg cannn
42,2022-09-17 23:30:42,"{'id': 32125921, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!\n', 'modified': '2022-09-20T12:07:14Z'}","Là ngân hàng số thế hệ mới nên có nhiều thay đổi tốt hơn thật, thanh toán nhanh mà lại nhiều tiện ích, dùng được đa thiết bị rất tốt và bảo mật cao",5,False,Tốt,phuong2606
43,2022-09-17 16:21:53,"{'id': 32125901, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!', 'modified': '2022-09-20T12:06:03Z'}","Giao diện đơn giản dễ sử dụng, dùng thích hơn phiên bản cũ",5,False,tốt,thuỳ2k4
44,2022-09-17 15:39:06,"{'id': 32113499, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!\n', 'modified': '2022-09-20T01:59:09Z'}","Ứng dụng rất nhạy từ khâu đăng nhập đến khâu chuyển tiền, mình rất ưng vì mỗi lần muốn chuyển là làm liền luôn được, hiếm khi nào bị bảo trì hay gặp tình trạng bị out",5,False,Good,phượnggggggggggggggggggggg
45,2022-09-17 08:15:07,"{'id': 32113495, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!\n', 'modified': '2022-09-20T01:58:28Z'}","App thân thiện dễ sử dụng, làm được tất cả chỉ với 1 chạm. Thanh toán điện, nước, internet, bảo hiểm ...",5,False,Bidv,hoa2022
46,2022-09-17 07:45:40,"{'id': 32113492, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!\n', 'modified': '2022-09-20T01:58:12Z'}","Mới dùng đã thấy ưng rồi, giao dịch nhanh và nhiều tiện ích .",5,False,Tốt,duc3542
47,2022-09-17 06:19:15,"{'id': 32113487, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV!\n', 'modified': '2022-09-20T01:57:34Z'}",BIDV Smartbanking có nhiều tính năng giúp bảo mật cho khách hàng nên khá yên tâm,5,False,Ứng dụng tốt,phamngochai198202
48,2022-09-17 04:50:58,"{'id': 32080197, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! ', 'modified': '2022-09-18T12:34:53Z'}","Tiện lợi, không cần dùng tiền mặt cũng không cần sử dụng đến thẻ, mọi thao tác ngay trên app thanh toán các loại hóa đơn, nạp card đt trả trước trả sau đều được hết.",5,False,sử dụng ví tiện lợi không cần dùng đến tiền mặt hoặc thẻ NH,Tienanh28
49,2022-09-17 04:27:22,"{'id': 32080366, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \r\n', 'modified': '2022-09-18T12:54:37Z'}","Từ ngày tải app thanh toán điện nước dễ hơn, nạp card điện thoại cũng nhanh, các dịch vụ đặt vé máy bay, khách sạn, vé xem phim, mua sắm VnShop đều rất hữu ích",5,False,Thanh toán đơn giản hơn trước,nguyenthom123456789
50,2022-09-17 04:26:16,"{'id': 32080372, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \r\n', 'modified': '2022-09-18T12:54:54Z'}","Giao diện đơn giản ứng dụng bổ ích,chạy mượt mà chưa gặp lỗi giao dịch nhanh tróng hiệu quả , nhiều ưu đãi",5,False,Nhận xét,binh vn
51,2022-09-17 04:09:39,"{'id': 32080386, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \r\n', 'modified': '2022-09-18T12:56:04Z'}","Nhiều tính năng tài chính hữu ích, mua sắm, thanh toán tiện lợi vượt ngoài sức mong đợi",5,False,Rất hữu ích.,tâm y 2002
52,2022-09-17 03:06:46,"{'id': 32080673, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \r\n', 'modified': '2022-09-18T13:13:54Z'}","Cập nhật bản mới nhất, thay đổi giao diện đẹp quá,... dùng rất tốt, không mất quá nhiều thời gian thích nghi với ứng dụng mà được update bao nhiêu là tính năng hay",5,False,.,huyen2604
53,2022-09-17 02:54:31,"{'id': 32080678, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \r\n', 'modified': '2022-09-18T13:14:07Z'}","Có một cái hay khi dùng ứng dụng là đặt vé máy bay rất tiện nhé, có tất cả các hãng bay Vietnam Airlines, VietJet Air, Bamboo Airways... tha hồ  mà lựa chọn và so sánh giá",5,False,Tốt,duycholate
54,2022-09-17 02:50:04,"{'id': 32080680, 'body': 'BIDV cảm ơn Quý khách đã tin tưởng và sử dụng dịch vụ BIDV Smart Banking. Hy vọng Quý khách sẽ tiếp tục đồng hành cùng sự phát triển của BIDV! \r\n', 'modified': '2022-09-18T13:14:22Z'}","ứng dụng tiện ích, thanh toán được nhiều hóa đơn",5,False,"Tiện lợi,good app",caisic
55,2022-01-28 09:38:59,"{'id': 27770369, 'body': 'BIDV rất tiếc vì bạn đã có những trải nghiệm không mong muốn. Nếu có vướng mắc trong quá trình sử dụng, bạn vui lòng liên hệ 19009247/024.22200588 và  email bidv247@bidv.com.vn để được hỗ trợ nhé. Cám ơn bạn', 'modified': '2022-01-31T18:29:45Z'}",Quá tệ.,1,False,Không chuyển tiền được,Aqhq1
56,2021-10-09 03:49:06,"{'id': 25593451, 'body': 'BIDV rất tiếc vì bạn đã có những trải nghiệm không mong muốn. BIDV xin cảm ơn và xin tiếp nhận những ý kiến đóng góp trên của bạn để phát triển ứng dụng phù hợp hơn trong thời gian tới. Nếu có phát sinh vấn đề cần hỗ trợ thêm, bạn vui lòng liên hệ số 19009247 để được hỗ trợ nhé. Thân mến.\r\n', 'modified': '2021-10-10T10:00:34Z'}","BIDV nên xem kĩ lại, mỗi lần muốn mở app là phải restart máy vì lỗi bảo trì.
Mình sài rất nhiều bank & lỗi này chỉ bidv mới bị.
Các bên khác thi thoảng thôi, nhưng lại không cần khởi động lại máy.",1,False,Mỗi lần mở app là phải khởi động máy vì lỗi Bảo trì,Stevenvn2021
57,2021-10-09 02:38:01,"{'id': 25593439, 'body': 'BIDV rất tiếc vì bạn đã có những trải nghiệm không mong muốn. BIDV xin cảm ơn và xin tiếp nhận những ý kiến đóng góp trên của bạn để phát triển ứng dụng phù hợp hơn trong thời gian tới. Nếu có phát sinh vấn đề cần hỗ trợ thêm, bạn vui lòng liên hệ số 19009247 để được hỗ trợ nhé. Thân mến.\r\n', 'modified': '2021-10-10T09:59:30Z'}","Càng update càng lỗi , vừa chậm giao diện lại rờm rà .",1,False,Quá tệ,hai gio sang
58,2021-07-18 12:14:47,"{'id': 23975631, 'body': 'Chúng tôi rất tiếc vì những trải nghiệm không mong muốn. Chúng tôi sẽ khắc phục để phục vụ khách hàng ngày một tốt hơn.', 'modified': '2021-07-18T12:14:47Z'}","App bắt người dùng cập nhật, đổi mật khẩu nhiều lần, gây phiền toái, nay chuyển tiền lại gặp lỗi liên tục",1,True,Phiền,biconan@@@
59,2021-07-18 08:35:11,"{'id': 24028128, 'body': 'Hiện tại BIDV đã cập nhật phiên bản dịch vụ BIDV Smartbanking mới nhất là 5.1.3. Bạn vui lòng xóa ứng dụng BIDV Smartbanking hiện tại, sau đó tải lại ứng dụng BIDV Smartbanking  mới sử dụng nhé. Cảm ơn bạn!', 'modified': '2021-07-20T10:44:36Z'}","Mình đag dùng ios 14.6 khi cập nhập bản này lên mỗi lần vào app lại báo phải cập nhập lại
Mỗi lần ck lại câkp nhập rất bất tiện",1,False,Toàn bắt cập nhập,Minhtnn
60,2021-07-07 08:46:56,,Sao tháng nào cũng trừ tiền bảo trì qài v. Trước kia có bao giờ trừ tiền đâu. Thật sự khó chịu 1 tháng bị trừ lúc 11k lúc  3k có khi 33k kh biết vì sao!??,3,False,Ngân hàng càng ngày càng tệ,gâhndndk
