,reviewId,userName,review,score,thumbsUpCount,reviewCreatedVersion,date,developerResponse,ResponseDate
29,fff6ffcf-e565-4247-affb-815f39bcd91a,Trinh Ngọc,Vay Online 0% thì vô Vay9 . C0M,5,0,,2023-02-16 01:11:13,,
30,d705b9a1-ed9b-49f0-944d-f84613b214fb,Kiều Oanh,Vay Online 0% vô VAY9. C0M,1,3,7.9,2023-02-15 16:57:24,,
31,8ab12ab4-b6ca-4766-ba4f-464b0c2ac998,Tien Nguyen,Lần nao tải về cung khong vào cho 1s,1,0,,2023-02-15 00:38:05,,
32,ed0aac02-c07e-47f1-a10b-9eccd7830a6a,Thúy Kiều,Vay Online 0% vô VAY9. C0M,5,3,7.9,2023-02-13 13:22:28,,
33,50b6beee-436e-4100-b260-ddb776238bf6,Cuong Tran Van,Chuyển tiền hay bị lỗi mất thời gian,3,0,7.9,2023-02-13 11:42:22,,
34,881d407c-630d-4b1f-b5da-52342d140807,Bo Lê,làm sao để lấy tên đăng nhập và mk đăng nhập,5,0,7.9,2023-02-12 09:05:53,,
35,9c319485-1d91-4080-a1c0-34fec3332576,Ngọc Thiên,gõ vô VAY9. C0M để vay 0% trong 9thang,5,1,7.9,2023-02-11 13:39:59,,
36,62c65715-285f-49c6-9d92-cf2b267007c9,Hoài phương Trương,Ok,4,0,7.1,2023-02-11 10:12:33,,
37,751682ff-cd53-42ea-a106-3446da47e50a,trang trương,Hay lỗi,2,0,7.5,2023-02-10 18:12:44,,
38,52963496-3b87-49d9-bb2e-5601d9563c59,Anh The,Khong nen dung ! Cho vào thùng rác lua dao?,1,0,7.9,2023-02-10 16:18:55,,
39,0ba4f2aa-1e79-4ee6-9133-137cc2882cbd,Ngô Hân,Tốt,5,0,,2023-02-10 01:27:10,,
40,17e055b7-7c4e-47ab-b50f-b0726c4bfa4d,tay buon,Tot,5,0,7.9,2023-02-09 12:55:07,,
41,5d676c73-e2c1-425b-a811-c44ea4a9a006,An Nguyên,Vô luôn trang VAY333 . C0M vay 0%,1,3,7.9,2023-02-09 11:55:50,,
42,b976c5f1-8358-4d62-bbe3-28edf421b6d4,Tên Tô,Sao app bị lỗi đăng nhập hoài vậy,4,3,7.9,2023-02-08 19:22:41,,
43,04b19223-3add-4fee-ae12-caf963888435,Thanh Trọng Đoàn,Ứng dụng thường xuyên bị lỗi.,1,3,7.9,2023-02-08 13:46:02,,
44,947b4f41-e0f3-4574-95aa-ada0c32dcfc4,Huyền Bích,Hk vô dc,5,0,7.9,2023-02-08 10:35:22,,
45,f1298857-9c8c-4d88-86bb-57ea1c37cc26,Nguyễn Tiến,Vay Online 0% thì vô VAY333 . C0M,1,1,7.9,2023-02-08 01:38:55,,
46,b5c535aa-8e9b-41de-bdb1-9927604e61d5,Ngọc Yến,Vay Online 0% vô VAY9. C0M,5,3,7.9,2023-02-07 12:40:37,,
47,91f1805f-5dbd-4026-9c94-e3c6bb98f927,Thanh Nguyễn,Vô luôn trang VAY333 . C0M vay 0%,1,0,7.9,2023-02-07 08:18:52,,
48,9b5ed77f-42cb-4996-82dd-85b9eb88ee92,Trang web: VAY9.C0M,gõ vô VAY9. C0M để vay 0% trong 9thang,5,0,7.8,2023-02-06 16:02:53,,
49,f16d3802-cdac-45a8-85aa-1b9ee21cf7a1,Thành Tchang,Tot,5,0,7.8,2023-02-06 15:09:07,,
50,606b63b5-69fa-488c-a690-056e98b2ec13,Yến Nguyễn,Tốt dịch vụ nhưng quet mã QR ko,5,0,7.9,2023-02-06 00:13:28,,
51,94865cd1-2b4b-4d2e-85fd-b85c8126cc47,Thanh Thuy Cung,Vay Online 0% chỉ cần vô F88VAY . C0M,1,0,7.9,2023-02-05 22:40:57,,
52,568c21ea-cc25-4616-b12c-2b17c5e6d5cd,Thống Thành Tâm,Vay Online 0% thì vô VAY333 . C0M,1,0,7.8,2023-02-05 19:18:28,,
53,49ef796e-0127-4be5-8fe7-564ccd6698af,Dũng Quang,Vào KTIEN . VN nhận 800k,1,0,7.8,2023-02-04 08:45:14,,
54,eebfea78-ca41-44b9-9bed-56db261a6a4a,Anh The,Vay 0% & kiếm tiền thì vô VAY333 . C0M,5,0,7.8,2023-02-03 11:55:01,,
55,792da9bb-1b4c-4ee0-9b79-e91cda9c6bee,NGUYỄN VĂN NA,Rất tiện,5,0,,2023-02-02 18:53:36,,
56,787331ff-8d17-4503-a26b-abeaefa89c01,the anh,vô Ktien . VN vay 0% nha,5,0,7.8,2023-02-02 14:04:42,,
57,60741b79-385d-4ef4-9977-3e192694f8f5,Long Ngũ,"Mình đã vay ở VAY333. C0M thấy uy tín lắm, nên thử",5,0,7.8,2023-02-02 09:48:40,,
58,4cb88428-b3f3-4f07-a447-ec3222bc0240,Liu Matt,Kiếm tiền không vốn vào KTIEN. VN,5,0,7.8,2023-02-01 22:51:00,,
59,58533368-b1a6-4974-87b4-c3f1027d2be8,Trang web: VAY9.C0M,gõ vô VAY9. C0M để vay 0% trong 9thang,5,1,7.8,2023-02-01 17:19:28,,
60,3985eda3-cddb-485d-b16e-8ad151355d15,Người dùng Google,Vay Online 0% thì vô VAY333 . C0M,1,0,7.8,2023-02-01 10:23:38,,
61,23607532-32df-479f-a057-1dd55bb50925,Anh Hà,Vay Online 0% thì vô VAY333 . C0M,5,0,7.8,2023-02-01 08:31:09,,
62,c588cb34-282d-445a-a067-13a127c83347,Hoài Trâm,Vay Online 0% vô VAY9 . C0M,5,1,7.8,2023-01-31 13:08:16,,
63,931d41f2-9234-416f-8c7f-24a4b6f79f2a,Phú Võ Quốc,Hai lòng,5,0,7.8,2023-01-31 12:51:49,,
64,bf193e75-f25c-4f68-9768-2c577eec9fc2,Thanh Nguyên,App hay lỗi không đăng nhập được,1,0,7.8,2023-01-31 12:38:46,,
65,a9c4079c-2046-4efb-8c14-d18f028ca137,Sờ Tu Bết Man,"Bị out ra, làm ơn cho xin phiên bản cũ đi",1,0,,2023-01-31 08:00:20,,
66,20419781-ea32-4147-815a-fb14814b7749,Hung Thanh,Rất thích,5,0,,2023-01-31 03:20:06,,
67,7a1087ef-03a0-45e0-9985-c39cb751533f,Thái Nguyễn,"Ứng dụng quá đơn giản, không có nhiều tiện ích, chưa tiện dụng cho người dùng",3,0,,2023-01-30 17:20:35,,
68,07a19003-c1c7-4a55-89e9-306611ff63dc,Tấn An Phạm,"Có ai từ bữa giờ không mở app bằng 4G đuợc không, cứ bấm vào là văng ra",1,0,,2023-01-30 15:33:52,,
69,4b8e379b-744f-4f5a-bf82-b6f0c48aef17,VĂN PHƯƠNG VÕ,Hay lỗi khi lấy mã otp với lỗi đăng nhập,1,0,7.8,2023-01-30 11:34:16,,
70,8f787bd8-3b97-4863-85dc-e5eca064aae2,Thảo Thành,Sao hôm nay ko thấy tin nhắn báo mã otp lấy gì chuyển,1,0,7.8,2023-01-30 11:33:21,,
71,aaa245e0-6dc2-4dac-9c20-b3b1212adac1,Ngọc Phi Lê,Ă2,4,0,7.8,2023-01-30 08:23:37,,
72,6b406694-be7f-4437-ba37-19d041487e95,Hoài Như BIDV,Vay Online 0% thì vô VayFE . C0M,5,4,7.8,2023-01-30 00:19:53,,
73,c0aa142f-3122-4104-b00d-d1087565cc28,Trang: VAY9.C0M,gõ vô VAY9. C0M để vay 0% trong 9thang,5,4,7.8,2023-01-29 16:56:59,,
74,c2d91c88-59f5-41a6-a6b0-f60059685973,Phương Thái,Ok,5,0,7.8,2023-01-29 07:11:52,,
75,7a0202f6-d599-4ffe-a22c-1243aff76fc6,Phong Pham,Ok lam,5,0,,2023-01-29 00:17:13,,
76,b3d2b411-59ea-40b0-8bd6-47ca8e3c2782,Ngọc Nguyễn,mừng sn ngyeu k đc 🙃,2,0,,2023-01-24 10:34:50,,
77,e3974920-44b7-4323-be74-5bdf1b795421,Sáng Hồ quang,👌,5,0,7.8,2023-01-24 01:12:26,,
78,a4e6bb31-d8fe-4ff0-a710-3871de99c681,Hưng Trần,Ok,5,0,,2023-01-23 02:46:22,,
79,b82c7ba4-ccd6-40c7-90ae-e031c545fb46,mạnh Nguyễn đức,🦑,5,0,,2023-01-23 01:50:23,,
80,f9c46cb7-4163-478d-8856-f2f36fbe2b16,Bau Xuan,rất tot,5,0,7.8,2023-01-21 17:59:17,,
81,671d8fc8-3943-403d-95f5-1083b49f225e,Hiệp Hậu Ngọc,"Bất tiện quá, Sao không có chức năng đăng nhập bằng vân tay vậy ?",3,1,7.8,2023-01-21 12:15:41,,
82,0582333b-bf86-4b7d-b3b7-171ebbddce39,32. Lê Tấn Phúc,Ok,3,0,7.6,2023-01-20 13:59:19,,
83,4e0039f9-e599-4372-9335-636f43ea2f41,Huyen tran thi,K upgrade đc,3,0,7.5,2023-01-19 14:32:19,,
84,e07a9ad5-964f-4bb8-83cc-6f9fa800d58a,Trang web: Vay9.C0M,Gõ liền trang (Vay9. C0M) vay 0% ngay,1,0,7.8,2023-01-19 12:17:27,,
85,45d92f26-7cdd-4ffa-b185-0d09147dd116,Mai hoa “Ut cuong” Nguyen thi mai hoa,Tien loi an toan giai phap toi uu cho cac nha dai tu,5,0,7.8,2023-01-18 05:33:37,,
86,7d6c2d02-89ca-44f2-b4fd-54be39c4dbd9,vu thanh,Ok,5,0,7.8,2023-01-17 22:06:36,,
87,fd74ada8-5764-40af-943b-be5188cfdc0e,Ngoc phuong Nguyen,Dễ dàng thực hiện theo yêu cầu. Xin cảm ơn,4,0,7.6,2023-01-17 20:35:26,,
88,7d24e1cd-38a8-45ed-b3ac-3a0204e42bd4,Hậu Bùi,Rốt tốt,5,0,7.8,2023-01-17 01:12:04,,
89,c48e9661-63fc-4643-b769-975ae97d4a52,bulklie Phan gia thinh,"App suốt ngày lỗi, cứ tới lúc cần là ko dùmg được",1,0,,2023-01-16 21:36:20,,
90,a6ae44ac-356c-4075-a34e-4599fe330eb2,Trang: Vay9.C0M,"App tot, kiếm tiền 𝗞 cần vốn thì vào trang mình 🥰",5,0,7.8,2023-01-16 13:35:02,,
91,e7c0e377-7a6f-49bc-bc05-305afbf23b6c,Do Huyenanh,Hay bị lỗi đăng nhập,5,6,7.8,2023-01-16 11:50:23,,
92,a09540d4-7598-4e0c-a0fb-0974b4f197ab,thảo lê,Bị lỗi ko mừng SN ngiu đc. Cay,1,12,7.8,2023-01-15 21:44:01,,
93,60833b63-3d1f-435c-8277-56ddb20e1263,Loan Tran,Ok,5,1,7.8,2023-01-15 20:14:53,,
94,289df874-0527-4bbd-b68b-7daffb4109c9,Thanhtruyen Huynh,Ok,5,0,,2023-01-15 17:47:17,,
95,9cdfc9ed-7311-4ded-9c9e-d2da9454d139,My1985 Nguen,Rất tốt,5,0,,2023-01-14 23:58:12,,
96,18d69c99-a9a6-439a-9e64-d67b674c2e11,Kiên Trần,"App ng.u như ch.ó, cứ vài hôm lại đòi đổi mật khẩu, dùng mật khẩu cũ vẫn ko được, đặt 3, 4 cái mk cũng ko dc, vẫn báo trùng mk cũ. Đặt bừa xong quên ln, lại phảo ra ngân hàng hỗ trợ. Hôm nay đang gấp, lại buột phải cập nhật ứng dụng mới cho đăng nhập. T2 tao ra đóng tài khoản, chuyển qua Vietinbank dùng luôn. Bye cái ngân hàng gi.ẻ rách và cái app r.ác rư.ỡi này 😡",1,1,7.8,2023-01-14 23:22:50,,
97,00b3f392-eddc-4a4c-983d-e52e60ed4b34,Nguyenson Nguyenvanson,Sob,5,1,7.8,2023-01-13 22:11:08,,
98,15be5b2c-7d4e-4ff2-984d-4dd043d4c0f6,Duc Pham Van,Ok,5,0,,2023-01-13 19:58:56,,
99,d2f6e9f5-a3f2-406a-a1a6-5c835b7919b8,Ngọc Như,"App tot, kiếm tiền 𝗞 cần vốn thì vào trang mình 🥰",5,10,7.8,2023-01-13 17:36:16,,
100,2ca66728-3cdb-463c-81f4-ae88e60e18f2,Vũ Trần,"Chuyển tiền trừ r mà chưa qua, ngày sau mới qua làm gì",1,0,7.8,2023-01-13 08:38:07,,
101,00036d21-46e6-4c69-88f3-6dc099635230,Nguyen Quynh,Vào KTIEN. vn để nhận 700k,1,0,,2023-01-12 17:21:56,,
102,b56a41ae-7b59-47bb-ba28-64e231240706,Kim Vĩ Hùynh,Đc,5,1,7.8,2023-01-12 15:23:03,,
103,b47f8116-0cc1-4156-8a94-dbef78a80960,Trung Nguyễn Hoàng,"Ứng dụng rất tốt và đầy đủ các tiện ích , tất cả đều nằm trong tầm tay, tôi rất thích ứng dụng này và chúc cho ứng dụng ngày càng phát triển nhiều chức năng tối ưu nhất để khách hàng thỏa thích khám phá..❤️ yêu lắm Việt Nam!!!!!!",5,0,,2023-01-11 21:50:39,,
104,9d87083a-de72-4ef3-bb25-915db35074b6,Mạnh Thế Trần,"Thiếu nhiều tính năng, không tiện sử dụng",2,2,7.8,2023-01-11 20:23:21,,
105,c60a8cc1-7634-4333-9df2-fdfdf229d4ac,Liên Phạm,Tốt,5,0,7.6,2023-01-11 20:06:16,,
106,fe2e521b-84b2-476d-a055-380189b44e67,Vui Ha,Ok,5,0,7.6,2023-01-11 18:33:27,,
107,d9fe8640-180a-4e55-a0ee-5362d538f7b6,Hương A1,"App lỗi,chuyển tiền không được",3,6,7.8,2023-01-11 18:09:41,,
108,ef24b6da-af9e-4359-b784-1d0385e5d8ad,Hiếu Đạo Từ Thiện Lành,Tot,5,1,7.8,2023-01-11 16:28:38,,
109,8ab91b05-d403-4cf3-a900-9a1ffcf45d37,Long Đặng,Ok lắm,5,1,7.8,2023-01-11 15:52:08,,
110,407737dd-2a79-4981-ba8c-926bdaec221b,lam tran viet,Ok,5,1,7.8,2023-01-11 13:58:13,,
111,619396f5-0e3e-426e-8590-cbbd9b8e0ff0,Thanh Quân Nguyễn,Ok,5,0,7.3,2023-01-11 11:21:49,,
112,4714da47-171d-4aae-83e6-d1dd7f08cfd3,Tan Le,Kiem tra chuyen nhan gd ok,5,1,7.8,2023-01-11 07:31:32,,
113,0856e6d2-a043-46a6-915b-17656414ca10,GĐTT - THANH ĐÂU - B.D - 01,Sacombank tôi rất thích ứng dụng này,5,21,7.8,2023-01-10 23:50:27,,
114,192fd5f0-f46e-4157-8f07-6bc7dca7b56e,XOANG OGAMAX,Rác,1,0,7.8,2023-01-10 16:19:28,,
115,41a566a6-a505-4bb6-98e7-ea325011f3cd,Thinh Do,app gì lỗi đăng nhập hoài,1,5,7.8,2023-01-10 08:23:59,,
116,d6aa4ce8-018e-46c7-a7ba-ffff8566e8a0,Teo Mr,App bị sao thế vào ko đc,3,0,,2023-01-09 15:09:22,,
117,0417e7d7-c17a-4bc1-bc2a-5e3bb1de2923,Thu Lan Nguyễn Thị,Ok,5,1,7.8,2023-01-09 12:15:29,,
118,d8703ada-708c-41e9-bc0e-51bcb475460e,12301 nhiee,Không đăng nhập được mong app cần cải thiện,1,0,,2023-01-09 11:32:50,,
119,d1334933-5982-45dc-9b0c-1256b214b9f5,Dũng Huỳnh,Thật Tuyệt vời,5,0,7.1,2023-01-09 07:36:37,,
120,b4994fb8-55ac-455e-8283-274c5231012e,Thanh Do,aap lỗi hoài,1,10,7.8,2023-01-07 12:11:46,,
121,a7f432fc-4676-4471-8461-408d7d53d68f,Néo Hai,Tot,5,0,,2023-01-07 10:02:42,,
122,eb2af279-5223-4aa5-b0f6-d2930e3265d5,Trương Minh Khánh,"App lỗi quá, chỉ nhận được tiền mà không chuyển đi được",1,2,7.7,2023-01-06 06:28:53,,
123,3cbdf7f9-8fdb-4368-9478-64ca6246554b,Minh Hải,Có cần phải tới 2 ứng dụng msacombank và msign không? Loằng ngoằng quá thể. 1 trong 4 ngân hàng lớn nhất vn cũng chỉ 1 ứng dụng banking thôi. Không biết đơn vị nào tư vấn bảo mật kỳ quái thiệt?!,1,0,7.7,2023-01-05 22:48:05,,
124,586fcbcc-ae1c-488a-aa65-ebd933c83a78,G G,"Dạo này ứng dụng bị lỗi j sao á , vào ứng dụng thì chạy rất chậm chờ rất lâu, vào lúc được lúc ko, mãi rất mất thời gian khi muốn sử dụng aap",2,1,7.7,2023-01-05 19:47:07,,
125,3bb0dcdb-86b7-4995-b8a6-80a1627aab34,Bá Tiến Đặng,Tuyệt,5,0,,2023-01-05 19:19:10,,
126,e0da6251-5b2b-48fa-b698-839716196e55,HÙNG NGUYỄN VĂN,43433rr 22 22²2w2 44 33rtttt 44 445 22 em 3rd 44433,5,3,7.7,2023-01-05 17:38:28,,
127,49f354be-a911-4365-9016-04c3475a5bea,11-C21TP Phạm Huỳnh Anh Thư,Ok,5,2,7.7,2023-01-05 05:36:41,,
128,e1a446ab-37be-462c-8dd5-3e23cf50fa1f,Thanh Thanh,Tot,5,0,,2023-01-04 23:11:21,,
129,b18c3e98-ac1f-4c86-bb01-10a102d642b0,Thom Nguyen,Tôi thấy Ngân Hàng Sacombank Tôi rất tin tưởng và hướng dẫn cho mình rất thật,5,1,7.3,2023-01-03 21:42:03,,
130,4bd05569-f05a-446d-9e64-7fae7ae7c466,Huan Dinh,Ô sê kê,5,0,,2023-01-02 20:16:00,,
131,867ac848-3ad0-40fa-8762-2b122e3648fd,Phạm Thanh,Tốt,5,2,7.7,2023-01-02 18:18:21,,
132,f5f45080-d98d-4cce-bd3b-110b6300132a,Thiện Trang Nguyễn Trịnh,"Đuj má cái app ngó làm đc thì làm còn ko dẹp mẹ đi. Chuyển khoản tiền xong chưa có chụp đc cái ảnh giao dịch đã bị out ra rồi, vào lịch sử giao dịch thì ko hiện stk vừa đc nhận rồi lấy con cawcj gì đối chứng với bên nhận. Mé nó tao điên, đuj má mấy chục triệu chứ phải mấy trăm đâu. Thứ app ngu gì đâu",1,0,7.7,2023-01-02 17:41:10,,
133,3e0bd440-8c3c-48ca-96de-01833dd7c21d,vietherbalspa Hoian,"App cùi bắp, không hiểu làm ăn kiểu gì với cái app như này...",1,0,,2023-01-02 17:21:54,,
134,affd61ee-fc8e-40d6-b752-6ca448b8855d,Kim Xuyen La,Giao dịch viên ko có một ai. Nhắn toàn boss trả lời.,1,5,7.7,2023-01-02 14:01:18,,
135,f017aec0-95fc-4b19-8821-2dd3ac6e1af1,THIEN T H,App kém xa các app của các bank khác. Thực hiện 1 Giao dịch mất cả buổi. Cứ báo lỗi không kết nối máy chủ...,1,1,7.7,2023-01-02 11:51:47,,
136,ac624c15-baa5-47ca-a15f-9a0a9218356f,Lost Tiger,Cập nhật quét mã qr đi ạ. Quê nhất trong các ngân hàng rồi ạ,5,0,,2023-01-01 15:49:57,,
137,e96b1795-377e-4e0d-9e6f-b0b4c8157713,Trang: Vay9.C0M,Vô trang 𝐕𝐚𝐲𝟗.𝐂𝟎𝐌 vay 0% tới tận 9 tháng,5,2,7.7,2022-12-31 16:39:57,,
138,e3f7342f-a313-4396-9567-e458589a0f37,HUỲNH YẾN NGỌC HUỲNH,Tai ung dung ma bảo máy khong tuong thich mà các ngân hàng khac tai về ào ào ...met cai app l,1,0,7.5,2022-12-31 13:54:38,,
139,6e3374b0-0d29-46d1-9979-6bf3134ba0a2,Tien Nguyen,"Lằng nhằn, phiền phức",1,1,7.7,2022-12-31 02:35:26,,
140,ec2619d2-c8b7-4c83-8623-a62aeba04662,Xuyến Kim,Tức . Thẻ chỉ nhận được tiền chứ không ck hay nạp thẻ được . Đi rút thì bị sai mã pinn . Trong khi app thì lại lỗi . Quá thất vọng,1,0,7.7,2022-12-30 22:49:11,,
141,f85344a8-7aca-486f-ab20-bb38e90e438b,Tùng Nguyễn,Lỗi,1,0,7.7,2022-12-29 22:11:59,,
142,2e5020b5-58d3-4f67-a6ff-40f1b63d425c,Dài Phùng Official,Rất tốt.Tuyệt vời hơn cả tuyệt vời 👍👏💯,5,2,7.7,2022-12-29 17:43:29,,
143,5ff1a42f-40f6-482f-856f-836db416f894,Người dùng Google,Cho tôi tải về,5,3,7.7,2022-12-27 19:00:06,,
144,e8ef4481-2339-4916-a32a-ac4f4d643e5f,Hoang - Phu Quoc,Tuyet voi,4,3,7.7,2022-12-27 12:38:43,,
145,4080b91b-7574-4913-9733-10e0edb0a64a,Truc Le Thi Thuy Hong,Ok,5,0,,2022-12-27 11:10:14,,
146,0cfd220d-ed6c-4ceb-9b5a-2ddc490d8e4d,Bích Tuyền Nguyễn Thị,App quá chậm không xem được chi tiếc giao dịch đã thực hiện,5,6,7.7,2022-12-25 13:39:44,,
147,966a23d6-3703-4f9a-8224-2318efdaac6a,Nguyễn Ngọc Ẩn,Tot,5,0,,2022-12-23 02:33:21,,
148,74b0b922-89ea-42eb-9604-8a9852861e7f,Thuan Phan,bị lỗi hay sao mà bấm vào nổi màng hình trắng bóc không thấy hiện luôn kểu này chất xoá bỏ các chế ơi,1,3,7.7,2022-12-22 18:13:36,,
149,f0071cd9-5173-442b-a4ec-5905b6054af4,Thanh Lam,Tuyệt vời,5,2,7.7,2022-12-22 11:09:06,,
150,02bdf715-cc12-4786-8e1c-b9d79ab53f27,PHÚ PHAN,Rất lằng nhằng và rắc rối . Khi đăng ký nhân viên ngân hàng cũng ko hướng dẫn cụ thể gì. Đến khi muốn thay đổi thiết bị khác thì nó rối tùm lum.,2,0,7.7,2022-12-22 08:35:06,,
151,4d806959-2de9-4ad3-ac6c-f87c1a514424,Trang Nguyễn Thị Thùy,Chậm quá,1,0,7.7,2022-12-18 12:35:58,,
152,37158bc3-f4d8-4904-8c75-29694e99728d,Ngai Nguyen,Dịch vụ chăm sóc khách hàng gọi trong giờ làm việc cần hỗ trợ mà không khi nào nhấc máy ...Dịch vụ chăm sóc khách hàng như này là ko dc rồi..,1,1,7.7,2022-12-18 11:06:17,,
153,444885cc-7865-4b77-a993-a3e83f38dad1,Anh Đặng Ngọc,Không đăng kí được,1,0,7.6,2022-12-17 18:33:59,,
154,1b2d3fa4-cd83-4586-b691-57a07ba798f2,Dung Huynh,Xin chào,5,3,7.7,2022-12-17 00:16:47,,
155,2440b611-de7c-492d-a161-189a37535c48,Phát Đặng trường phát,Ok,5,0,6.9,2022-12-15 09:45:45,,
156,240e70e7-7065-4d09-be80-ed36fc6bf242,Global Misterio Global,Vô nhanh KTIEN . Vn để kiếm tiền online,1,0,7.7,2022-12-15 06:39:46,,
157,38b0a7c6-d7c2-4d92-8c07-3c60205ecafa,Thái Hòa Võ,Chơi j ki. Quên mk ma dk lai ko dc,5,4,7.7,2022-12-14 09:49:27,,
158,56db182b-393c-4163-b504-abcbca7b6068,Giuộc Cần,Cvv,5,2,7.7,2022-12-13 23:17:23,,
159,e94548a5-7447-4851-9efd-6d3595fe109d,gia khang trần,"ở đây mà co nút âm sao thì cho âm 10 , về thời kỳ đồ đá mà làm, lỗi hoài , liên hệ nhân viên không bao gio dc",1,0,,2022-12-13 15:01:26,,
160,207b857a-1d56-4385-89fc-7af2e33696aa,Milux O,"Không cho sao nào đúng hơn. Đội ngũ xây dựng app quá kém, cần thay đổi Pro manager.",1,1,7.7,2022-12-13 09:50:04,,
161,602c15b5-7d06-476b-9893-bba310a7afee,Phuong Kim,Tot,5,0,,2022-12-12 23:28:29,,
