,date,developerResponse,review,rating,isEdited,title,userName
28,2021-03-19 06:29:23,,"Giao diện đẹp, nhiều tính năng cần thiết được sắp xếp hợp lý. Miễn mọi loại PHÍ !!!! Đã có định danh online eKYC ! Vietinbank ipay giờ ngon nhất trong các loại app chuyển tiền rồi.",5,False,Quá tuyệt vời 🥰,Deptraivcl4
29,2020-09-04 09:39:17,,"App dùng khá ok, ổn định

Để tra cứu thông tin chi tiết giao dịch

Chọn Tài khoản => kích trực tiếp vào số tài khoản => kích trực tiếp vào giao dịch muốn tra cứu thông tin",5,False,Đánh giá,thuthuatdoday
30,2021-03-19 06:12:24,,"Miễn phí nhiều là thích rồi, chẳng cần gì mà app còn đẹp dễ nhìn, trông nhanh nhẹn, năng động",5,False,"App tốt, đẹp mắt, hữu dụng",Vanybaby
31,2020-11-20 01:51:56,"{'id': 20146164, 'body': 'VietinBank xin cảm ơn của Quý khách đã góp ý. Chúng tôi đã cung cấp các gói tài khoản Smart, Basic, Plus với ưu đãi cực kỳ hấp dẫn về phí. Đề nghị Quý khách liên hệ với CN/PGD VietinBank gần nhất hoặc liên hệ với số điện thoại \u202a1900558868\u202c để được hỗ trợ chi tiết về dịch vụ', 'modified': '2021-01-04T02:39:51Z'}","Cứ lâu lâu mình nạp tiền vào thẻ thì lại bị trừ tiền,cụ thể là trừ 45,000 phí dịch vụ,mình không hiểu là phí dịch vụ nào,vào thông báo số dư thì không có,mà lại có tin nhắn về số điện thoại, hư cấu thật sự, rút tiền đúng cây ATM của ngân hàng vẫn trừ phí, từ bỏ vietinbank thôi, chán nản cách làm ăn này thực sự,trừ gì cũng phải có lý do và để trong mục thông báo chứ, hơn nữa trong app không có trức năng gửi yêu cầu khiếu nại hoặc hỗ trợ, thực sự là không có gì tiện lợi cả, khuyên mọi người nên cân nhắc khi dùng vietin bank, tiền để trong đó lâu ngày mất hết không biết",1,False,Trừ tiền không lý do,thích ăn cay
32,2020-06-05 08:54:21,"{'id': 16425358, 'body': 'Cảm ơn QK đã gửi góp ý. Từ ngày 01/06/2020 VietinBank thực hiện chuyển đổi chỉ gửi tin OTT BĐSD đối với tất cả các gd ghi Nợ mà KH chủ động thực hiện tại iPay mobile. Các gd ghi Có vẫn nhận sms BĐSD bình thường. Gd ghi Nợ tại các kênh khác (atm, quầy, ipay web) nhận Sms BĐSD bình thường. QK nên chuyển dùng BĐSD OTT trên app để nhận tin đồng bộ về lịch sử giao dịch. Trân trọng', 'modified': '2020-07-06T08:50:05Z'}",Mình chả thấy dc lợi ích gì từ việc thay đổi sms bdsd thành ott bdsd cả muốn rút ruột khách hàng à trong khi sms bdsd đang làm rất tốt việc của nó.,1,False,Việc thay đổi thay đổi sms bdsd thành ott bdsd có lợi ích gì,2fjdjd
33,2020-03-30 00:03:15,"{'id': 14348586, 'body': 'VietinBank xin cảm ơn của Quý khách đã đánh giá ý kiến. Để hưởng các dịch vụ ưu đãi về dịch vụ phí, Quý khách có thể tham khảo các gói dịch vụ Vbiz, Vsuper, V-online, V-mate, Premium Account. Đề nghị Quý khách liên hệ với CN/PGD VietinBank gần nhất hoặc liên hệ với số điện thoại 1900558868 để được hỗ trợ chi tiết về dịch vụ', 'modified': '2020-03-31T03:18:34Z'}","Phí gửi thì cắt cổ, cứ có tiền ở thẻ là trừ bằng hết các loại phí trên trời đẻ ra, dvu, bdsc... Không muốn dùng cái thẻ này nữa ! K phù hợp vs sinh viên ! Các khoản trừ ghi mỗi phí dịch vụ k rõ ràng , chả hiểu dùng gì mà bị trừ. Làm ăn chán !",1,False,Phí quá tệ,MHPhung
34,2021-02-05 12:32:17,,"Tới quầy giao dịch đăng ký ipay, cấp mã đăng nhập nhưng liên tục lỗi cả ngày vẫn ko đăng nhập được",1,False,Ipay của vietin quá tệ,quang thai 89
35,2020-12-03 05:19:47,"{'id': 20146254, 'body': 'VietinBank xin cảm ơn của Quý khách đã góp ý. Chúng tôi đã cung cấp các gói tài khoản Smart, Basic, Plus với ưu đãi cực kỳ hấp dẫn về phí. Đề nghị Quý khách liên hệ với CN/PGD VietinBank gần nhất hoặc liên hệ với số điện thoại \u202a1900558868\u202c để được hỗ trợ chi tiết về dịch vụ', 'modified': '2021-01-04T02:43:42Z'}","Thu rất nhiều khoản trong đó có những khoản vô lý thiếu minh bạch:
+ Hai khoản nêu rõ lý do thu:
- BDSD trên app: 5500 (Có VAT)
- Quản lý thẻ: 9900(Có VAT)
+ Hai khoản thiếu minh bạch thông tin:
- Phí dịch vụ: 2200 (Có VAT)
- Phí dịch vụ: 9900 (Có VAT)
Nêu thu phí dịch vụ nhưng người dùng không biết là thu dịch vụ gì.
Đã rút hết tiền và khoá thẻ chuyển sang sử dụng dịch vụ ngân hàng khác",1,False,Thiếu minh bạch,Hanh Dennis
36,2020-12-02 08:41:33,,"App tệ vl, như cl, đổi ngân hàng",1,False,Dở,vuz52
37,2020-10-29 01:13:39,"{'id': 18834986, 'body': 'Vi\xadet\xadin\xadBank xin cảm ơn của Quý khách đã góp ý. Chúng tôi đã cung cấp các gói tài khoản Vbiz, Vsu\xadper, V-on\xad\xad\xad\xad\xad\xadline, V-mate, Pre\xadmi\xadum Ac\xad\xad\xad\xad\xad\xadcount với nhiều ưu đãi hấp dẫn. Đề nghị Quý khách liên hệ với CN/PGD Vi\xadet\xadin\xadBank gần nhất hoặc liên hệ với số điện thoại \u202a1900558868\u202c để được hỗ trợ chi tiết về dịch vụ', 'modified': '2020-11-02T02:36:52Z'}","app làm ăn không hài lòng mới làm thẻ hôm qua nạp 50k để kích hoạt mà sáng nay tk chỉ còn có 34k
Mồm nói sẽ sửa đổi mà chả thấy sửa đổi cái gì",1,False,Chán App này,Người Đời 1
38,2020-10-28 08:11:44,"{'id': 18835018, 'body': 'Kính chào QK, xin QK mô tả cụ thể hơn sự cố gặp phải khi đang sử dụng iPay. Để phản ánh về các dịch vụ khác, xin liên hệ hotline 1900558868 hoặc email contact@vietinbank.vn để được hỗ trợ online. Trân trọng cảm ơn', 'modified': '2020-11-02T02:39:09Z'}","Dịch vụ kém, thái độ kém, phí dịch vụ cao, app bị lỗi",1,False,Nếu âm sao sẵn sàng cho âm,meothanhduc
39,2020-04-02 02:52:22,"{'id': 14406768, 'body': 'VietinBank xin cảm ơn của Quý khách đã đánh giá ý kiến. Để hưởng các dịch vụ ưu đãi về dịch vụ phí, Quý khách có thể tham khảo các gói dịch vụ Vbiz, Vsuper, V-online, V-mate, Premium Account. Đề nghị Quý khách liên hệ với CN/PGD VietinBank gần nhất hoặc liên hệ với số điện thoại 1900558868 để được hỗ trợ chi tiết về dịch vụ', 'modified': '2020-04-02T07:53:17Z'}","Chưa bao giờ thấy ngân hàng nào sài app chuyển tiền, nà tính phí như ngân hàng này, trừ phí sài App 116k, đã vậy còn VAT... Mấy cha ơi mới gửi tiền zo, ngày nào cũng trừ tiền",1,False,Ngân hàng cắt cổ,hdhdbsbdbdbd
40,2023-01-31 00:15:56,,Quá nhiều chức năng được nhồi nhét,4,False,App rối mắt,Thọ Thọ
41,2023-02-25 13:25:42,,"Thấy app Sài rất OK , nhanh và không bị lỗi",5,False,Đã cải thiện tối ưu tất cả các tính năng,Karmapavn9
42,2023-02-25 06:06:13,,Ip6 sao không có phần xác thực giao dịch. Kong tài nào chuyển dk tiền trên web,1,False,Không xác thực dao dịch được ở máy đời thấp,mdndndkdkdkksjd
43,2023-02-24 04:54:08,,Mạng khoẻ mà không vào được app để thanh toán. Ứng dụng như qq,1,False,Lỗi không vào được????,nhockluoisv3
44,2023-02-22 01:49:00,,Ko đăng nhập vào dc Game à lừa accc nhau ak,5,False,Ko rút dc tiền ra,âhhsjajsksks
45,2023-02-21 13:47:55,,This app is very good and easy to use,5,False,Good app,hoangvu248
46,2023-02-21 07:59:53,,App ngân hàng gì mà đến lúc cần chuyển tiêng vào cứ bị lỗi hệ thống nghẽn mạng các thứ. Các bạn là ngân hàng lớn mà không đủ tiền để làm được 1 cái app hoàn chỉnh hay sao ????,1,False,Cái app ngân hàng tệ hại nhất tôi từng dùng,hauvigwuvyz82892!@
47,2023-02-20 13:38:52,,"có thể giữ nguyên hạn mức chuyển tiền khi chuyển sang thiết bị mới được không, mỗi lần chuyển sang thiết bị mới là lại vướng cái hạn mức không thể chuyển được",2,False,hạn mức chuyển tiền,kháchhafng123
48,2023-02-20 01:01:40,,Nên đặt là vietinbank thôi ạ cho gọn khi nhìn ở app trên điện thoại,5,False,Nên đặt tên cho gọn,nguyenhai1988
49,2023-02-17 06:56:18,,Cập nhật xong mất thông báo khi chuyển - nhận tiền. 30p sau mới có thông báo hoặc không thông báo. Vào giao diện loading chậm hơn nhiều so với lúc chưa cập nhật.,1,False,Lỗi nhiều,rim2210
50,2023-02-15 01:44:37,,Đảm bảo ứng dụng Ngân hàng tuyệt vời nhất. Khuyến nghị nên sử dụng.,5,False,Ứng dụng rất hay,trieupq
51,2023-02-08 15:59:10,,Phí thường niên trừ niên tục:),1,False,Chán,úiowoekw
52,2023-02-08 10:36:23,,"Giao diện thân thiện, mượt mà.",5,False,Rất tốt,Joyy1188
53,2023-02-08 02:11:12,,Càng dùng càng thấy các phiên bản sau tốt hơn trước,5,False,Tốt,hương lan vũ
54,2023-02-07 11:22:26,,Tệ,1,False,Chuyển tiền chậm chạp lề mề làm lỡ biết bao nhiêu việc Ngân hàng tệ nhất từng dùng,Tình.?
55,2023-01-28 09:17:17,,Phiên bản mới nhất không có chức năng mua vé số hộ vậy app,5,False,App,gsjkahg
56,2023-01-27 13:05:27,,Mình là 1 người lãm lĩnh vực tech và hiểu việc UX/UI tốt nó khó và quan trọng như nào đến khách hàng. Mình khá hài lòng. Hy vọng đội ngũ sẽ tiếp tục phát triển để app tuyệt vời hơn nữa,5,False,UX/UI tốt,Rayz User
57,2023-01-23 13:30:25,,"Mở app lúc nào cũng hiện lên ""Bạn nhận 1 thiệp chúc mừng"" rất là mất thời gian để bỏ qua. Mình cần nhanh gọn thao tác trên app để làm việc chứ không rảnh coi thiệp. Đề nghị team IT do Trần Công Quỳnh Lân phụ trách coi lại nhé!",1,False,App làm phiền người dùng,Lee XI
58,2023-01-21 16:51:50,,"Chuyển khoản buổi tối k biết bên kia nhận được chưa, chỉ thất mất tiền, k có lịch sử giao dịch",1,False,Tệ,hieunm202
59,2023-01-21 03:43:42,,"Nhân viên thiếu chuyên nghiệp , k có sự sắp xếp hợp lý , vào phòng gd k bốc số … một lũ ngu",1,False,Chi nhánh 7 nguyễn sỹ sách tp Vinh làm ăn quá tệ,Khắc Mão
60,2023-01-19 08:30:33,,"1 trong 4 ông lớn ngân hàng mà hệ thống ipay vài ngày cận tết quá chậm, mở mãi ko đc, giao dịch cũng cứ quay suốt thôi🥲",3,False,GIAO DỊCH QUÁ CHẬM,Gioxinh
61,2023-01-20 16:59:14,,"Không biết chuyền tiền có tắt đc tính năng quét vân mặt không, chứ đi nhữg nơi đông người rất khó chuyển lại lâu",5,False,G,xuan198232
62,2023-01-19 13:29:44,,Ipay của Vietinbank có tính năng tự tách giao dịch số tiền lớn khi chuyển 24/7 chưa ạ,5,False,Tự động tách số tiền khi chuyển tiền 24/7,Tieulala2020
63,2023-01-19 08:45:18,,"chuyên gia nghẻn mạch,bực bội",1,False,App lết,le99999999999999990999999999
64,2023-01-14 15:25:01,,"Làm thế nào để tra lịch sử chuyển tiền đi đến 1 số tk vậy ad, tìm mãi ko ra?",3,False,Hỏi,vanhuyenft
65,2023-01-19 07:23:11,,App càng ngày càng tệ. Giật lag. Tải rất chậm,1,False,App bây giờ chậm và lag quá,nãnhmdkkdm
66,2023-01-18 08:38:24,,Mới cập nhật xoq zo chậm quá đăng nhập bằng face id xoq cứ quay quay ko,2,False,Cập nhật phiên bản mới,babyboy 96
67,2023-01-17 08:35:47,,Quá chậm,1,False,Chậm,tiehlin
68,2023-01-17 08:27:32,,Suốt ngày lỗi chánnn,1,False,Suốt ngày lỗi chánnn,ruabeteo
69,2023-01-17 08:22:47,,Bảo trì gì lâu vậy,2,False,Bảo trì gì lâu vậy,ckkfcmky
70,2023-01-17 04:23:24,,"Học vietcombank mà sửa app đi nhé. thằng nào dùng là do công ty liên kết trả lương thôi. Chứ có lương là sang hết vietcombank dùng rồi, thẻ còn chả thèm kích hoạt
Tuyển toàn bọn đầu đất đi làm app.",1,False,Dùng không ra một cái gì,Donad2121997
71,2023-01-17 04:14:43,,"Ứng dụng lỗi thường xuyên không đăng nhập được, mất thời gian, bực mình. Đừng mở mồm bốn chấm không nữa. Xấu hổ lắm",1,False,Ứng dụng ngu như chó,Free roam QT
72,2023-01-16 16:17:14,,Chuyển khoản 12 tiếng mà vẫn chưa có thông báo🧨🎇,5,False,Giao dịch chậm🧨🎇,Lăm Xao
73,2023-01-16 13:14:17,,Nạp thẻ điện thoại trừ tiền mà k thấy về điện thoại,1,False,Quá kém,Jajshdjsbxjdndjxmsnsxn
74,2023-01-16 09:37:02,,"Không nên dùng Vietinbank, App lỗi, chăm sóc khách hàng gọi toàn bận.Giao dịch không được",1,False,App siêu lỗi,Ăn táo không?
75,2023-01-16 07:42:57,,Bắt xác thực OTP nhưng lại ko gửi mã,1,False,Ko đang nhập được,hxjfjfj
76,2023-01-15 16:43:13,,1 sao,1,False,Cứ có tiền là trừ vì công việc mới bắt buộc sài chứ khuyên mọi người k nên sài bank này,VuTA.Boo
77,2023-01-15 06:39:51,,Sao không đăng nhập vào đc vậy ạ🥲,1,False,Nhận xét,hyhy237
78,2023-01-15 01:22:39,,Trường ép tải để đóng học nhưng tại về tải khoản lại bị âm nợ 50k :)),1,False,Không thích,akkahsb
79,2023-01-14 05:12:22,,Nhân viên phục vụ nhiệt tình vclll :))),5,False,Fanpage viettinBank,Vinhdzvcl
80,2023-01-12 16:37:13,,Muốn phía ngân hàng gỡ bỏ và thêm tính năng tắt xác thực khuôn mặt,3,False,Tôi không muốn cuệc xác thực khuôn mặt quá bất tiên,hoàng112
81,2023-01-13 14:41:38,,"Chưa 1 lần nào vào cái mà chuyển tiền ngay được, phải mất rất nhiều thời gian để có thể chuyển tiền. Mong app nâng cấp sớm",1,False,App lỗi liên tục,Củ lạc xì tin
82,2023-01-13 10:39:14,,Thường xuyên ko kết nối đc,1,False,Ko kết nối đc,vnanj
83,2023-01-02 11:07:56,,"Cần thêm:
1. Nhóm các số tk của cùng 1 người trong danh bạ
2. Push nhanh hơn nữa việc nhận biến động số dư
3. Số TK nên ngắn lại, có thêm chính sách miễn phí số tk là số điện thoại",3,False,Cần điều chỉnh app,Nkn1506
84,2023-01-10 10:41:35,,"Rất xinh đẹp, rất tuyệt vời. Tôi sẽ qua vietcombank sử dụng. Xin cảm ơn",1,False,Lỗi hệ thống lúc 5h30 chiều,Koze132
85,2023-01-10 10:27:24,,"không hiểu ngân hàng làm ăn kiểu gì tháng nào ngày M10 cũng bị lỗi chả ra làm sao bực cả mình. còn nữa app chẳng bao giờ thông báo giao dịch cả, phải mở app ra nó mới thông báo 1 lượt bực cả mình.",1,False,lỗi đúng ngày nhận lương :))),ngjjfdinf
86,2023-01-10 10:14:37,,"App dạo này gắn thêm con rùa hay sao nà, mà lâu lâu con rùa bị lật ko đăng nhập được luôn. Rút tiền cũng faill, người dùng có tiền cũng xài ko được ☹️",1,False,Ức ghê,Uyên Nhi91
87,2023-01-10 10:13:11,,Nhìn VCB mà chỉnh sửa đi,1,False,App lag liên tục,onlybell92
88,2023-01-10 10:10:39,,"App quá tệ, login toàn báo thất bại - không xử lý được yêu cầu",1,False,App không thể login,Tung Sunssi
89,2023-01-10 06:23:10,,Tìm kiếm lịch sử giao dịch hoạt động ko đc. Search theo các tiêu chí ngày tháng hay số tiền đều ko search ra,2,False,Tìm kiếm lịch sử giao dịch hoạt động không được,nodoithu
90,2023-01-09 03:20:46,,NV như qq,1,False,Thái độ NV,xylitolbts
91,2023-01-08 10:52:49,,Mỗi lần chuyển tiền đứng ngoài đường cười như điên 1 sao,1,False,"Bỏ cái vụ cười để xác nhận giao dịch đi, quá bất tiện.",IT QUẦN QUÈ
92,2023-01-08 09:26:01,,"Cần thêm tính năng, xoá bỏ ảnh avatar trên ứng dụng",1,False,Thêm tính năng,Avcado-_-1902
93,2023-01-06 17:10:21,,chuyển tiền lâu vcl mà trong app không thông kê giao dịch đc,1,False,app lồlll,suc vậtt garena
94,2023-01-06 13:00:55,,Cần thiết,4,False,BỔ SUNG BIỂU ĐỒ THU CHI,Hello Whatup?
95,2023-01-06 10:49:31,,Quá nhiều loại phí k nên dùng,1,False,Kém,tú anh phạm
