,date,review,rating,isEdited,userName,title,developerResponse
10,2020-04-14 00:53:13,ứng dụng tốt,5,False,Hoàng 0937,good,
11,2020-07-10 11:58:35,"Ứng dụng tiện ích , tuyệt vời tks mọi người",5,False,JAGUAR102,Chu Thanh Sơn,
12,2020-08-05 18:24:19,"Tự động trừ tiền không thông báo gì hết,trừ hằng tháng đã tận 11k rồi mà đôi khi vào vẫn thấy bị trừ ltinh hết bao nhiêu tiền ngân hàng gì mà làn ăn không nghiêm túc vậy",1,False,Ánh0310,Chậm.,
13,2021-10-23 16:03:08,"Tin nhắn qua rất chậm, mất phí app hàng tháng,mất cả phí tin nhắn",1,False,Pinkcase.vn,Đừng sài Agribank nữa,"{'id': 25877093, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2021-10-25T10:57:33Z'}"
14,2020-11-09 03:12:46,"Sau hơn 1 năm sử dụng, đánh giá so với những App của ngân hàng khác thì Agribank là App tệ nhất, tính năng chuyển khoản trên App rất thường hay bị lỗi hệ thống không chuyển được trong nhiều ngày liên tiếp. Mà phí sử dụng dịch vụ Mobile này thu 2 khoản phí: sms và Internet banking; còn những ngân hàng khác chỉ thu 1 loại phí mà thôi. 

Quá tệ luôn !",1,False,klec271,Đánh giá App Agribank sau hơn 1 năm sử dụng,"{'id': 22098266, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2021-04-07T11:07:18Z'}"
15,2020-07-24 03:01:23,Sản phẩm sử dụng tiện lợi mọi lúc mọi nơi,5,False,tramdoanquynh,Đoàn Quỳnh Trâm,
16,2020-07-09 11:04:28,Very good,5,False,Cao Minh Hảo,"Dịch vụ tốt, chuyển tiền nhanh, cảm thấy rất hài lòng",
17,2020-07-22 08:43:58,"Sau khi update phiên bản mới thì Agribank đã tiến bộ vượt bậc, không còn tình trạng lag giựt nữa. Ngoài ra, bạn cũng có thể thanh toán hóa đơn, đặt vé xem phim hay book phòng để đi du lịch. Một ứng dụng số tuyệt vời.",5,False,Jfjdcjshs,App hay,
18,2020-10-21 09:29:48,Cơ quan mình vừa chuyển qua thanh toán lương bên agribank mà dùng phần mềm thực sự tệ. Bảo trì liên tục. Chuyển tiền thì mấy ngày hôm nay ng nhận vẫn chưa nhận được tiền. Xử lý xong việc này là thoi mình chuyển về ngân hàng cũ dùng cho lành. Tốn bao nhiêu thời gian,1,False,Cáo thanh thiện,Liên tục bảo trì. Chuyển tiền chậm,"{'id': 22122434, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-04-08T10:53:11Z'}"
19,2022-09-17 09:19:03,"Xưa giờ nghĩ cái ngân hàng agri này như đbrr, giờ trải nghiệm quả không sai.
Đầu tiên, tải app về, bắt dk, chụp cccd các kiểu, lấy face id các kiểu, xong tưởng ngon, ai ngờ...
Có chuyển tiền tới, chuyển đi ko dc. BẮT PHẢI LÊN CHI NHÁNH ĐÃ DK ONLINE MỞ. Cái ngu đầu tiên.
Ngu thứ 2: Mất công lên mở lần 1, đi vào 1 chi nhánh để làm thủ tục. BẮT PHẢI ĐI ĐÚNG CHI NHÁNH DK ONLINE. dcm agri. Cốc lóc đi kiếm cái chi nhánh ĐK TRÊN ONLINE, ký tá giáy tờ các kiểu, cccd chụp hình chữ ký cả buổi. Có hỏi rõ tk chuyển bao nhiêu 1 ngày, nv nói RÕ NHƯ BAN NGÀY- 5 tỉ/ngày. ADU NHON. Tưởng ngon ai dè ...
Ngu thứ 3: dcm, vào chuyển online, nó cấp cho hẳn 5.000.000 vnd/ngày. Dm chuyển 500tr chắc  chờ 100 ngày chuyển hết.
Ngu thứ 4: lại lóc cóc lên cái chi cmn nhánh của bọn đầu thộn agribank làm thủ tục mở hạn mức chuyển (tiền của Mình đang trong tk Mình nhé). Sau gần 2 giờ, đổ cho trên- đổ cho tk A dk online, vv...vv. Chốt lại éo mở chuyển khoản thêm dc, mặc dù tiền của Mình trong tk có.
Một lũ ng.u vận hành cái ngân hàng này!",1,False,"cái L, bí danh hoài",App như đbrr. Ngân hàng ức chế số 1 vn,"{'id': 32144163, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Trường hợp bạn đăng ký tài khoản online, bạn có thể xác thực tài khoản tại quầy giao dịch và yêu cầu hỗ trợ nâng hạn mức giao dịch cho tài khoản của bạn nhé ạ. Chi tiết vui lòng liên hệ Hotline 1900 558818.', 'modified': '2022-09-21T08:19:01Z'}"
20,2020-08-09 05:31:33,Giao dịch nhanh chóng và thuận lợi !,5,False,Havian22,Phạm Hoàng Hải,
21,2020-08-05 07:06:00,Ứng dụng rất tốt,5,False,740075,Ứng dụng rất tốt,
22,2020-08-03 03:15:33,"Dịch vụ Agribank E-mobile Banking thật tuyệt vời. Rất tiện ích. Mình rất thích vì chức năng của nó rất phong phú, hiện đại lại dễ sử dụng, bảo mật cao. 
Cảm ơn Agribank!
Chúc Agribank ngày càng phát triển vững mạnh!",5,False,Hathienthuy,#Agribankervote5sao,
23,2020-07-24 02:45:26,"Ứng dụng nhiều tiện ích, dễ sử dụng, đáp ứng đa dạng nhu cầu của khách hàng",5,False,NguyenthingocAgribank,Agribank E mobile banking,
24,2020-07-23 21:55:45,Ứng dụng tuyệt vời,5,False,Uông Hoài Nam,Agribank,
25,2020-07-18 02:49:31,Từ khi ứng dụng e mobilebanking ra đời đến nay đã cải tiến rất nhiều và ngày càng đáp ứng được nhu cầu sử dụng đông đảo khách hành.,5,False,Trần Văn Thiện 4304,Agribank thật nhanh và tiện lợi,
26,2020-07-09 11:08:30,AgribankE mobilebanking là ứng dụng tuyệt vời nhất,5,False,cuong8704,Agribank emobilebanking,
27,2022-03-29 07:15:33,Đã cải thiện rất nhiều cần cố gắng thêm nhé,5,False,Ty caro,Trải nghiệm ổn,"{'id': 28891037, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ ạ', 'modified': '2022-03-31T08:25:54Z'}"
28,2020-11-02 16:03:50,"Mỗi lần mình muốn đăng nhập vào tài khoản khác là phải xóa app rồi tải lại thì mới vô được, rất mong app có thể cải thiện vì 2vc dùng chung app mà 2tk 2sdt đk khác nhau, mỗi lần muốn vào tk của mình thì phải xóa rồi cài lại hơi phiền phức và mất thời gian quá",1,False,NgocThanh1990,App,"{'id': 22098292, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-04-07T11:08:08Z'}"
29,2020-09-13 15:21:25,Mục lịch sử giao dịch khó tìm những lần đã chuyển tiền hay nhận tiền  chỉ tìm kiếm những được trong 30 ngày chán vấn đề này khi cần thiết lại không tìm được các giao dịch mong nâng cấp ứng dụng,1,False,návhsndbdu,Jsshsbsh,"{'id': 22177872, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-04-12T04:00:06Z'}"
30,2022-10-15 10:25:12,muốn chuyển khoản mà đợi 30p vẫn không thấy gửi mã otp về,1,False,ksnskkwmsk,.,"{'id': 32663778, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, bạn vui lòng cung cấp thông tin số điện thoại, dòng máy đang sử dụng và ghi rõ nội dung cần hỗ trợ gửi tới địa chỉ email chamsockh@vnpay.vn hoặc liên hệ tổng đài 1900555577 để được hỗ trợ trực tiếp nhé', 'modified': '2022-10-19T09:13:27Z'}"
31,2022-09-30 02:19:05,"-8,800 tiền phí tin nhắn ott, trong khi chả nhận đc tin nhắn mẹ nào -11,000 phí banking ( ok cái này biết) -5000 phí quản lí tài khoản tháng :)) -55,000 phí thường niên :))) Khuyên ae đừng xài nhé :))",1,False,valentino ummo,Ảo ma,"{'id': 32398945, 'body': 'Các khoản phí trừ trong tài khoản đều do ngân hàng Agribank trực tiếp thu và quy định thời gian trừ phí. Bạn vui lòng liên hệ giúp ad đến số hotline: 1900558818 để được hỗ trợ thông tin chính xác về các khoản phí nhé ạ.', 'modified': '2022-10-05T07:54:05Z'}"
32,2022-04-02 14:36:30,App nhận tiền cực chậm bên kia chuyển tiền mấy hôm rồi đến nay vẫn chưa nhận được làm trì trệ giao dịch khách hàng,1,False,catchimtusat,App tệ,"{'id': 29001457, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900558818 để được hỗ trợ kịp thời ạ. Cảm ơn bạn!\r', 'modified': '2022-04-06T08:39:26Z'}"
33,2022-02-28 12:53:02,"ứng dụng quá chán ngày cần ck gấp 5-6 lần mà lỗi liên tục nhất là tầm chiều và tối k thể nào ck đc ,không nhận đc tiền trong khi đã trừ tk trong khi hàng tháng trừ tiền phí rất nhanh và rất sớm",1,False,N123456@,lỗi,"{'id': 28376635, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-03-04T08:19:00Z'}"
34,2022-01-02 06:21:43,Ứng dụng có lập trình ngu và lag nhất trong các hệ thống ngân hàng. Sài ngân hàng nào cũng đc xin né hôn Agribank,1,False,accng,Ứng dụng ngu,"{'id': 27227909, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-04T10:57:41Z'}"
35,2022-01-02 06:13:41,Chuyển khoản vs rút tiền rất chậm. Lúc nào cũng bảo trì lúc làm biệc ck cho người khác lúc nào cũng gặp trục trặc và lâu. 1 sao,1,True,racccceuwjw s s,Tệ,"{'id': 26688642, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-02T06:13:42Z'}"
36,2022-01-02 05:35:59,"Quá tệ, tk còn tiền mà không chuyển khoản hay rút tiền dc, mong ad khắc phục lại nhanh chứ cứ như thế này nhiều người bực mình lắm",1,False,2112 dũng,Nhận xét,"{'id': 27227893, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2022-01-04T10:57:15Z'}"
37,2022-01-02 03:34:03,Tổng đài 24/7 mà gọi toàn tắt máy. Chất lượng dịch vụ quá tồi,1,False,bestmonsteraoe,Dịch vụ quá kém,"{'id': 27227874, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-04T10:56:37Z'}"
38,2022-01-02 03:25:14,Ứng dụng hay bị lỗi . Thời gian chuyển khỏn quá chậm . Ngay cả kiểm tra tài khoản cũng hay bị lỗi .,1,False,công Tá,Ứng dụng so với ngân hàng khác quá kém,"{'id': 27227867, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-04T10:56:24Z'}"
39,2022-01-02 02:34:04,"Giao dịch tiền chạm quá thất vọng 1 ngày chưa nhận dc hồi xưa Sài OK giờ Sài chán như gì , về cuối tuần là khỏi giao dịch hay về chiều là nghỉ luôn giao dịch ko lỗi thi kết tiền ko qua , ai cần gấp gì giao dịch có mà xong , quá thất vọng ngân hàng nổi tiếng đó giờ mà giao dịch lỗi với chặm vậy chá",1,False,helly kim,Giao dịch gửi tien về chiều như hạch,"{'id': 27227858, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-04T10:56:02Z'}"
40,2021-06-01 11:22:04,Mới miễn phí chuyển khoản mùa covic bh lại bắt đăng ký nhận thông báo số dư thà để mẹ nó vậy còn hơn cho mn biết biến động số dư để mn còn phòng tránh rủi do,5,True,viet viet long,Pkiền phức ko chú trọng đến tk của khách hàng,"{'id': 22014168, 'body': 'Admin chân thành cảm ơn bạn đã quan tâm tới dịch vụ', 'modified': '2021-06-01T11:22:04Z'}"
41,2022-01-02 02:01:06,"App thường xuyên bị lỗi , không nên sử dụng",1,False,con gà 123,Tệ,"{'id': 27227850, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-04T10:55:41Z'}"
42,2022-01-02 01:42:20,Dịch vụ tệ nhất. Lỗi nhất lag nhất trong tất cả ngân hàng đã và đang dùng,1,False,abyin2019374,App lỗi nhất,"{'id': 27227847, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2022-01-04T10:55:35Z'}"
43,2021-11-11 00:34:12,Ứng dụng lỗi tối ngày phát bực,1,False,hhhbbajannd,Ứng dụng lỗi tối ngày phát bực,"{'id': 26232552, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2021-11-12T11:28:52Z'}"
44,2021-11-07 17:24:51,"- Giao dien nhu game tre con.
- Dang ky OTT gan 10 lan ma toan failed. Da chon tk nhung ung dung bao loi chua chon vag khong cho tiep tuc.",2,False,quocnhan1843,Giao dien xau va nhieu loi,"{'id': 26188822, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2021-11-10T09:29:07Z'}"
45,2021-10-25 02:56:21,"Đù má
Phải chửi bậy mới đỡ tức
Cứ lâu lâu lại “Giao dịch không được hỗ trợ thực hiện trên ứng dụng. Vui lòng đến điểm giao dịch AGRIBANK gần nhất hoặc liên hệ 1900558818 để được hỗ trợ.”
Mặt dù 1 phút trước mới dùng xong
Trừ phí từa lưa
Ủng hộ đồng bào gì đó tụi tui đâu có mượn
Mà mấy người trừ 55k như đúng rồi vậy
Lũ ăn cướp",1,True,Jessica Hồ,Lỗi quá nhiều. Cho 1 sao vì phần mềm tệ nhất,"{'id': 23578079, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-10-25T02:56:21Z'}"
46,2021-10-21 13:32:31,Ngân hàng không sửa lỗi chuyển tiền 24/7 đi à ? Bực thế nhờ ? Muốn chuyển khoản luôn cũng không được,1,False,Dau1000222,Lỗi hệ thống chuyển tiền,"{'id': 25877119, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2021-10-25T10:58:25Z'}"
47,2021-10-14 10:21:06,"Ngân hàng toàn bị lỗi chuyển tiền, ngân hàng rác vc",1,False,quan3478,Lỗi,"{'id': 25790455, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-10-20T10:47:26Z'}"
48,2021-10-14 10:07:53,Chưa thấy cái app nào lỗi nhiều như cái app này,1,False,Vn nguyễn,"Quá chán, suốt ngày lỗi","{'id': 25790451, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-10-20T10:47:15Z'}"
49,2021-10-13 09:14:03,Agri trừ quá nhiều loại phí /năm,1,False,Henri Cường,Thất vọng tràn trề !!!,"{'id': 25790414, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-10-20T10:45:57Z'}"
50,2021-10-03 07:32:10,"Chưa thấy cái app nào lỗi như app này 
Cứ lỗi hệ thống rồi không vào được",1,False,MNN 20,Tệ,"{'id': 25504579, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải. Nếu còn gặp phát sinh, bạn vui lòng liên hệ 1900555577 hoặc email về chamsockh@vnpay.vn, cung cấp số điện thoại sử dụng app và thông tin khiếu nại để được hỗ trợ kịp thời ạ. Cảm ơn bạn!', 'modified': '2021-10-05T11:51:14Z'}"
51,2021-06-16 13:40:10,Ứng dụng gì mà rút tiền từ momo về k thấy báo còn bị mất tiền nữa chứ :)). Chuyển tiền rút tiền gì cũng mấy ngày sau mới tới lâu như gì,1,False,hmn2812,Quá lỗi,"{'id': 23578142, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-06-25T04:22:33Z'}"
52,2021-06-16 11:03:35,Chăm sóc khách hàng quá kém,1,False,vngggggggggggggggg.h,Chán,"{'id': 23578143, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-06-25T04:22:39Z'}"
53,2021-06-16 10:06:42,Hay bị lỗi,1,False,ppt.hen,Không nên dùng,"{'id': 23578148, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-06-25T04:22:53Z'}"
54,2021-06-12 01:49:48,"Ứng dụng quá tệ, ngân hàng giao dịch chậm chạp ứng dụng k khá hơn. Trừ tiền j không biết luôn thông báo biến động số dư trên ứng dụng cũng ráng thu phí cho được. Bất đắc dĩ mới mở thẻ ngân hàng này mà giờ mở rồi cũng k muốn xài quá bất tiện",1,False,Hoalantim92,Ứng dụng tệ,"{'id': 23358595, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-06-14T01:45:06Z'}"
55,2021-06-10 10:11:16,Tới 10 tây là nạp tiền qua momo không đc hoặc chuyển tiền kh đc lỗi do dịch vụ bảo trì…. Khpong có chức năng thanh toán hoá đơn,1,False,Umbalasso,Ứng dụng quá chậm so với ngân hàng khác,"{'id': 23358608, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-06-14T01:45:40Z'}"
56,2021-05-11 08:50:06,Chuyển qua dùng MB chức ck tốn phí quá,1,False,khgcvnkk,Chưa tốt,"{'id': 22874661, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-05-18T11:50:28Z'}"
57,2021-05-10 12:38:37,"Chuyển qua ngân hàng khác thôi, mất nhiều phí quá",1,False,Long 394,Chắc phải chuyển qua ngân hàng khác,"{'id': 22874679, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-05-18T11:51:03Z'}"
58,2021-04-20 02:03:04,Cấp cho tôi một thẻ mới ngay và luôn. Hoặc là tất cả sổ sách của nhà nước phải đốt hết.,1,False,Nguyễn Cần Sử,Ứng dụng thiếu độ nhạy bén,"{'id': 22420739, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-04-23T11:37:08Z'}"
59,2021-04-17 04:35:37,"App vào rất hay lỗi, tải chậm!",1,False,Tuyên Keller,Chất lượng kém!,"{'id': 22323957, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-04-19T11:20:57Z'}"
60,2021-03-27 07:14:54,Cũng an toàn nhưng phí duy trì và phí giao dịch khá là cao,3,False,Sùng Mí Lềnh,Phí giao dịch và duy trì quá cao,"{'id': 22097798, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-04-07T10:50:22Z'}"
61,2021-04-03 17:36:39,Làm ăn rất chán thất vọng khi làm thẻ argi người khác chuyển cho mất 24 tiếng mới nhận được khuyên mng không nên làm thẻ argi bank,1,False,anti argibank,Nhận tiền quá chậm trễ,"{'id': 22097766, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-04-07T10:48:28Z'}"
62,2021-02-07 11:22:55,"Ứng dụng của mình chỉ hoạt động nhận tiền từ thứ 2 tới thứ 6 hay sao ạ. Thứ 7 và chủ nhật, hoạt động nhận chuyển khoản từ tài khoản khác không hoạt động. Điều này rất phiền và dễ gây lo lắng, hiểu lầm. Mong được nhà cung cấp khắc phục.",3,False,SamMuHien,Thắc mắc cần được giải đáp,"{'id': 22014236, 'body': 'Admin rất tiếc về sự bất tiện mà bạn vừa gặp phải, Ứng dụng sẽ ghi nhận ý kiến đóng góp của bạn. Cám ơn bạn đã tin tưởng sử dụng dịch vụ ạ!', 'modified': '2021-04-02T11:08:31Z'}"
