,date,developerResponse,review,rating,isEdited,userName,title
10,2021-06-28 07:02:42,"{'id': 29401225, 'body': 'VPBank cảm ơn Quý khách đã tin tưởng và sử dụng VPBank NEO. Hy vọng Quý khách tiếp tục đồng hành cùng sự phát triển của VPBank!', 'modified': '2022-04-26T10:17:56Z'}","Nhìn giao diện mới ưng phết, mà nhanh nữa, ít lỗi hơn ngày xưa nhiều",5,False,taychaytiki,App xịn sò phết
11,2021-07-09 11:57:29,"{'id': 29923285, 'body': 'VPBank cảm ơn Quý khách đã tin tưởng và sử dụng VPBank NEO. Hy vọng Quý khách tiếp tục đồng hành cùng sự phát triển của VPBank!', 'modified': '2022-05-24T02:54:37Z'}","Giao diện mới rất đẹp, hiện đại, nhiều thông tin và tiện ích cho người dùng.",5,False,Ns chug là hay,VPBank NEO - hiện đại và phong cách
12,2022-11-15 06:48:42,"{'id': 33208248, 'body': 'VPBank rất xin lỗi vì sự bất tiện này, trường hợp ko nhận đc biến động số dư do gián đoạn từng thời điểm. Để tra cứu lại lịch sử tài khoản Quý khách vui lòng kiểm tra như sau: \r\n1. Đăng nhập ứng dụng VPBank NEO \r\n2. Tại ""Tài khoản"" -> ""Tài khoản thanh toán"" -> chọn số tài khoản \r\n3. Lọc khoảng thời gian từ ngày … đến ngày … -> chọn ""Xong\r\n', 'modified': '2022-11-17T04:18:12Z'}","Nhiều khi ko có thông báo thay đổi số dư,
quảng cáo khá nhiều gây khó chịu",2,False,evergreen209,Ko cập nhật số dư
13,2022-11-29 08:27:03,"{'id': 33465543, 'body': 'VPBank cảm ơn Quý khách đã quan tâm và góp ý cho sản phẩm dịch vụ của VPBank. VPBank xin ghi nhận những ý kiến và đóng góp của Quý khách, và sẽ là cơ sở để VPBank cải thiện, nâng cao chất lượng dịch vụ. Hy vọng Quý khách tiếp tục đồng hành cùng VPBank trong thời gian tới!', 'modified': '2022-12-01T04:50:16Z'}",Ngân hàng hỗ trợ vớ vẩn nhất t từng dùng,1,False,2345qưero,Vp bank
14,2022-11-26 14:45:01,"{'id': 33398006, 'body': 'VPBank rất xin lỗi vì sự bất tiện QK đang gặp phải. Sau khi đăng ký thành công hệ thống sẽ tự động gửi mật khẩu đến SDT đăng ký. Hoặc để cấp lại tên đăng nhập, mật khẩu Quý khách vui lòng mang CMT/CCCD đến chi nhánh VPBank gần nhất để được hỗ trợ hoặc tham khảo theo hướng dẫn https://cskh.vpbank.com.vn/notification/5', 'modified': '2022-11-28T07:32:20Z'}",Tạo xong tài khoản rồi nhưng k gửi mật khẩu cho người ta kém v,1,False,lovanlai@,Quá dởm
15,2022-11-17 08:58:10,"{'id': 33273997, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể hỗ trợ xử lý dứt điểm vấn đề này, Quý khách vui lòng tạo yêu cầu chi tiết tại https://cskh.vpbank.com.vn/#SupportQuestion/CreateTicket. Ngay sau khi nhận được yêu cầu VPBank sẽ gấp rút kiểm tra nguyên nhân và phản hồi. Ngoài ra, Quý khách vui lòng cảnh giác trước những cuộc gọi mao danh, không cung cấp thông tin tài khoản và OTP cho bất kỳ ai, kể cả nhân viên ngân hàng. Cảm ơn Quý khách!', 'modified': '2022-11-21T08:38:46Z'}","Nhân viên gọi quá nhiều
Quá phiền",1,False,Mmmmhgfgbvdd,Phiền
16,2022-11-10 23:37:41,"{'id': 33082811, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể hỗ trợ kiểm tra và xử lý, Quý khách vui lòng tạo yêu cầu chi tiết tại https://cskh.vpbank.com.vn/#SupportQuestion/CreateTicket. Ngay sau khi nhận được yêu cầu VPBank sẽ gấp rút kiểm tra nguyên nhân và phản hồi. Cảm ơn Quý khách!', 'modified': '2022-11-10T23:37:41Z'}",Tên lừa đảo đã có chính xác thông tin thẻ ngân hàng của tôi mặc dù tôi mới làm thẻ và không có dấu hiệu bất thường. Tên lừa đảo đã lấy hết tiền đóng học phí của tôi. Gọi để hỗ trợ giải quyết rất lâu mới có thể liên hệ và nghe tư vấn. Tôi thực sự quá thất vọng về vấn đê bảo mật của ngân hàng này. Mới làm thẻ có 3 hôm mà đã khiến tôi mất hết tiền học . Tôi thực sự không biết nên làm thế nào nữa. Quá tuyệt vọng,1,True,chuyện thật,Lộ thông tin khách hàng
17,2022-10-03 10:03:25,"{'id': 32398392, 'body': 'VPBank cảm ơn Quý khách đã quan tâm và góp ý cho VPBank NEO, thông tin này sẽ được gửi tới bộ phận kỹ thuật để làm căn cứ cải tiến và hoàn thiện ứng dụng, hy vọng Quý khách tiếp tục đồng hành cùng VPBank trong thời gian tới!', 'modified': '2022-10-05T07:30:57Z'}",Thật sự quá nhiều,1,False,hvdtam,Quá nhiều quảng cáo trên App
18,2022-10-03 04:10:01,"{'id': 32398395, 'body': 'VPBank cảm ơn Quý khách đã quan tâm và góp ý cho VPBank NEO, thông tin này sẽ được gửi tới bộ phận kỹ thuật để làm căn cứ cải tiến và hoàn thiện ứng dụng, hy vọng Quý khách tiếp tục đồng hành cùng VPBank trong thời gian tới!', 'modified': '2022-10-05T07:31:03Z'}","nên cập nhật thêm tính năng đóng tài khoản online luôn không cần phải ra ngân hàng, cái ngân hàng gì xa xôi quá",1,False,tranminh@234,xoá tài khoản
19,2022-10-02 15:49:38,"{'id': 32372880, 'body': 'VPBank cảm ơn Quý khách đã quan tâm và góp ý cho VPBank NEO, thông tin này sẽ được gửi tới bộ phận kỹ thuật để làm căn cứ cải tiến và hoàn thiện ứng dụng, hy vọng Quý khách tiếp tục đồng hành cùng VPBank trong thời gian tới!', 'modified': '2022-10-04T04:35:48Z'}",Như tiêu đề dùng quá lag,1,False,Hiussssss,App lag
20,2022-04-28 13:32:36,"{'id': 29522564, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể hỗ trợ xử lý dứt điểm vấn đề này, Quý khách vui lòng tạo yêu cầu tại https://cskh.vpbank.com.vn/#SupportQuestion/CreateTicket và gửi kèm hình ảnh lỗi (nếu có). Ngay sau khi nhận được yêu cầuVPBank sẽ gấp rút kiểm tra nguyên nhân và phản hồi. Cảm ơn Quý khách! ', 'modified': '2022-05-03T02:51:02Z'}",Thanh toán tín dụng mà vào quay tròn mãi ko xong. Mất thời gian,2,False,hilock.vn,Lag bỏ mẹ
21,2022-10-02 07:49:06,"{'id': 32372878, 'body': 'VPBank cảm ơn Quý khách đã quan tâm và góp ý cho VPBank NEO, thông tin này sẽ được gửi tới bộ phận kỹ thuật để làm căn cứ cải tiến và hoàn thiện ứng dụng, hy vọng Quý khách tiếp tục đồng hành cùng VPBank trong thời gian tới!', 'modified': '2022-10-04T04:35:41Z'}",Update xong lỗi tùm lum. Chán thật sự,1,False,sv 433,Quá nhiều lỗi
22,2022-10-01 09:10:51,"{'id': 32356183, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể hỗ trợ kiểm tra và xử lý, Quý khách vui lòng tạo yêu cầu chi tiết tại https://cskh.vpbank.com.vn/#SupportQuestion/CreateTicket. Ngay sau khi nhận được yêu cầu VPBank sẽ gấp rút kiểm tra nguyên nhân và phản hồi. Cảm ơn Quý khách!', 'modified': '2022-10-03T10:12:25Z'}",Đã mở thành công mà cua có tiền thuong,1,False,Xthắng,1sao
23,2022-10-01 08:05:31,"{'id': 32356181, 'body': 'VPBank cảm ơn Quý khách đã quan tâm và góp ý cho VPBank NEO, thông tin này sẽ được gửi tới bộ phận kỹ thuật để làm căn cứ cải tiến và hoàn thiện ứng dụng, hy vọng Quý khách tiếp tục đồng hành cùng VPBank trong thời gian tới!', 'modified': '2022-10-03T10:12:16Z'}","Bản sao kê rất thiếu chuyên nghiệp. Không có tiện ích tách tiền nhận , tiền gửi, không thể đọc hết được nội dung chuyển khoản, không thể tìm kiếm.",1,False,nqn248,Sao kê thiếu chuyên nghiệp
24,2022-09-26 09:18:18,"{'id': 32291606, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể hỗ trợ xử lý dứt điểm vấn đề này, Quý khách vui lòng gửi yêu cầu cần hỗ trợ đến email chamsockhachhang@vpbank.com.vn và gửi kèm hình ảnh lỗi (nếu có). Ngay sau khi nhận được yêu cầu VPBank sẽ gấp rút kiểm tra nguyên nhân và phản hồi. Cảm ơn Quý khách! ', 'modified': '2022-09-29T04:26:19Z'}",Nhưng không chuyển tiền được. Ra tận NH kích hoạt tk nhưng vẫn k được,1,False,bănbhzjebbd,Tk app vô được
25,2022-09-24 06:39:18,"{'id': 32245252, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể hỗ trợ xử lý dứt điểm vấn đề này, Quý khách vui lòng gửi yêu cầu cần hỗ trợ đến email chamsockhachhang@vpbank.com.vn và gửi kèm hình ảnh lỗi (nếu có). Ngay sau khi nhận được yêu cầu VPBank sẽ gấp rút kiểm tra nguyên nhân và phản hồi. Cảm ơn Quý khách! ', 'modified': '2022-09-27T02:10:10Z'}","app bị gì v ạ, đăng nhập hoài không được là sao v trời, lỗi gì lỗi lắm thế ạ",1,False,tôi là khách đâyy :))),app lỗi đăng nhập nặng
26,2022-09-23 15:02:08,"{'id': 32245288, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải . Để quay xác thực gương mặt thành công Quý khách lưu ý: cần thực hiện quay khuôn mặt ở nơi đủ ánh sáng (không có ánh sáng chói quá, không tối quá), không đeo kính râm hay khẩu trang, không thực hiện ở nơi đông người và đảm bảo có tốc độ đường truyền internet đủ mạnh. ', 'modified': '2022-09-27T02:12:23Z'}","Nhận diện khuôn mặt toàn báo lỗi không khớp với giấy tờ tuỳ thân. Ko đăng ký đx luôn, pó tay ????",1,False,taylor trinh,Hệ thống cực kỳ lởm
27,2022-09-23 03:33:17,"{'id': 32245380, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể hỗ trợ xử lý dứt điểm vấn đề này, Quý khách vui lòng gửi yêu cầu cần hỗ trợ đến email chamsockhachhang@vpbank.com.vn và gửi kèm hình ảnh lỗi (nếu có). Ngay sau khi nhận được yêu cầu VPBank sẽ gấp rút kiểm tra nguyên nhân và phản hồi. Cảm ơn Quý khách! ', 'modified': '2022-09-27T02:17:46Z'}",nút xác nhận thông tin khi đăng kí bị che lấp ở dưới màn hình và k thể bấm được,1,False,liên quân rác rưởi,app lỗi
28,2022-09-14 08:03:38,"{'id': 32056917, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể hỗ trợ kiểm tra và xử lý, Quý khách vui lòng tạo yêu cầu chi tiết tại https://cskh.vpbank.com.vn/#SupportQuestion/CreateTicket. Ngay sau khi nhận được yêu cầu VPBank sẽ gấp rút kiểm tra nguyên nhân và phản hồi. Cảm ơn Quý khách!', 'modified': '2022-09-16T09:43:45Z'}","Đóng tài khoản visa shopee vĩnh viễn, mất bao nhiêu thời gian ra quầy mà k hề đóng, chỉ tạm khoá và vẫn thu phí. 1 trong những ngân hàng tệ hại với service như c ^^",1,False,abch11993994,Trải nghiệm cực kì tệ với ngân hàng vp bank
29,2022-09-14 06:52:08,"{'id': 32056897, 'body': 'VPBank cảm ơn Quý khách đã quan tâm và góp ý cho dịch vụ VPBank. Quý khách vui lòng cập nhật các chương trình ưu đãi và khuyến mại của VPBank tại trang web chính thức theo link: https://www.vpbank.com.vn/uu-dai\r\nCác nội dung không được đăng tải chính thức bởi VPBank Quý khách vui lòng cảnh giác lừa đảo và rủi ro mất tiền, xin cám ơn!\r\n', 'modified': '2022-09-16T09:42:49Z'}",Cmn ngân hàng lừa đảo đăng ký song dk 800k song mất hút,1,False,hoangmanhtu1993yn,Cmn nh lừa đảo đăng ký song bảo dk 800k song mất hút
30,2022-09-14 00:27:24,"{'id': 32033282, 'body': 'VPBank cảm ơn Quý khách đã quan tâm và góp ý cho VPBank NEO, thông tin này sẽ được gửi tới bộ phận kỹ thuật để làm căn cứ cải tiến và hoàn thiện ứng dụng, hy vọng Quý khách tiếp tục đồng hành cùng VPBank trong thời gian tới!', 'modified': '2022-09-15T08:33:03Z'}","App như cái đb, lag giật xoay tròn, marketting toàn lừa đảo, xàm l. Ncl rác",1,False,lsoapaowowiwjwbdjdjd,Đánh giá app và nhân viên
31,2022-09-13 13:06:57,"{'id': 32027745, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể hỗ trợ kiểm tra và xử lý, Quý khách vui lòng tạo yêu cầu chi tiết tại https://cskh.vpbank.com.vn/#SupportQuestion/CreateTicket. Ngay sau khi nhận được yêu cầu VPBank sẽ gấp rút kiểm tra nguyên nhân và phản hồi. Cảm ơn Quý khách!', 'modified': '2022-09-15T04:24:15Z'}",App lừa đảo đăng kí mạng 3g hết 90k trừ tiền rồi mà không sử dụng được không nhận được tin nhắn báo đã đăng kí của nhà mạng gọi tổng đài hết 40k không ai hỗ trợ TỆ,1,False,khiyvv,Tệ
32,2022-09-11 01:51:46,"{'id': 32027764, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể hỗ trợ xử lý dứt điểm vấn đề này, Quý khách vui lòng gửi yêu cầu cần hỗ trợ đến email chamsockhachhang@vpbank.com.vn và gửi kèm hình ảnh lỗi (nếu có). Ngay sau khi nhận được yêu cầu VPBank sẽ gấp rút kiểm tra nguyên nhân và phản hồi. Cảm ơn Quý khách! ', 'modified': '2022-09-15T04:25:26Z'}","App lừa đảo anh em đừng cài kẻo mất tiền oan
Sử dụng xong chặn tin nhắn khách hàng , bỏ bê không giải quyết.",1,False,congluutvt,App lừa đảo
33,2022-09-10 11:59:53,"{'id': 31956491, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể hỗ trợ kiểm tra và xử lý, Quý khách vui lòng tạo yêu cầu chi tiết tại https://cskh.vpbank.com.vn/#SupportQuestion/CreateTicket. Ngay sau khi nhận được yêu cầu VPBank sẽ gấp rút kiểm tra nguyên nhân và phản hồi. Cảm ơn Quý khách!', 'modified': '2022-09-12T04:56:30Z'}",nhân viên hỗ trợ khách hàng bố láo chửi khách hàng,1,False,chê app đều,Nhân Viên VP bank láo
34,2022-09-10 08:14:30,"{'id': 31956494, 'body': 'VPBank rất xin lỗi vì sự bất tiện khi Quý khách kết nối qua tổng đài của VPBank. Hiện nay, số lượng cuộc gọi lên tổng đài khá lớn nên đôi lúc Quý khách kết nối không thành công do tất cả các tổng đài viên đều đang bận. Quý khách vui lòng tạo yêu cầu tại https://cskh.vpbank.com.vn/#SupportQuestion/CreateTicket để được hỗ trợ xử lý.', 'modified': '2022-09-12T04:56:47Z'}",Khách hàng phản hồi tổng đài ko hỗ trợ đc.,1,False,5-lock,Tự ý phong toả tk của khách hàng
35,2022-07-14 01:31:42,"{'id': 30905323, 'body': 'VPBank cảm ơn Quý khách đã quan tâm và góp ý cho VPBank NEO, thông tin này sẽ được gửi tới bộ phận kỹ thuật để làm căn cứ cải tiến và hoàn thiện ứng dụng, hy vọng Quý khách tiếp tục đồng hành cùng VPBank trong thời gian tới!', 'modified': '2022-07-15T08:00:43Z'}","Tệ, chuyển tiền xử lý chậm",1,False,APP ZALO TỆ HẠI,"CHUYỂN TIỀN XỬ LÝ CHẬM, CẢM GIÁC NHƯ CHỜ MẤY NGÀY TIỀN MỚI QUA TKHOAN NGZ KHÁC :)))"
36,2022-05-05 01:48:53,"{'id': 29594107, 'body': 'VPBank cảm ơn Quý khách đã quan tâm và góp ý cho VPBank NEO, thông tin này sẽ được gửi tới bộ phận kỹ thuật để làm căn cứ cải tiến và hoàn thiện ứng dụng, hy vọng Quý khách tiếp tục đồng hành cùng VPBank trong thời gian tới!', 'modified': '2022-05-06T10:29:16Z'}","Khách hành góp ý rất nhiều, nhiều ý kiến tiêu cực rất nhiều nhưng vẫn không lo cải tổ, nên ngưng dùng",1,False,vpbank2910,"Rất tồi tệ,"
37,2022-04-27 07:15:53,"{'id': 29522578, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể hỗ trợ kiểm tra và xử lý, Quý khách vui lòng tạo yêu cầu chi tiết tại https://cskh.vpbank.com.vn/#SupportQuestion/CreateTicket. Ngay sau khi nhận được yêu cầuVPBank sẽ gấp rút kiểm tra nguyên nhân và phản hồi. Cảm ơn Quý khách!', 'modified': '2022-05-03T02:52:35Z'}",chả hiểu bảo mật kiểu gì mà làm thẻ tín dụng xog ăn rồi bị mấy bọn gạ rút tiền thẻ tín dụng. bực cả mình,1,False,viettel vớ vẩn,như lìn
38,2022-04-16 04:39:47,"{'id': 29392490, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể hỗ trợ xử lý dứt điểm vấn đề này, Quý khách vui lòng tạo yêu cầu chi tiết tại https://cskh.vpbank.com.vn/#SupportQuestion/CreateTicket. Ngay sau khi nhận được yêu cầuVPBank sẽ gấp rút kiểm tra nguyên nhân và phản hồi. Cảm ơn Quý khách!', 'modified': '2022-04-26T02:48:06Z'}","Dịch vụ quá tệ, làm nhận thẻ mà chờ quá lâu",1,False,Thien Super,Dịch vụ tệ
39,2022-04-11 06:11:33,"{'id': 29392505, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể hỗ trợ xử lý dứt điểm vấn đề này, Quý khách vui lòng tạo yêu cầu chi tiết tại https://cskh.vpbank.com.vn/#SupportQuestion/CreateTicket. Ngay sau khi nhận được yêu cầuVPBank sẽ gấp rút kiểm tra nguyên nhân và phản hồi. Cảm ơn Quý khách!', 'modified': '2022-04-26T02:48:45Z'}",Quảng cáo lừa người cmm à,1,False,quảnh cáo cái đb,Đăng tin quảng cáo lừa người ít thôi
40,2022-01-28 14:58:21,"{'id': 29398946, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể hỗ trợ kiểm tra và xử lý, Quý khách vui lòng tạo yêu cầu chi tiết tại https://cskh.vpbank.com.vn/#SupportQuestion/CreateTicket. Ngay sau khi nhận được yêu cầuVPBank sẽ gấp rút kiểm tra nguyên nhân và phản hồi. Cảm ơn Quý khách!', 'modified': '2022-04-26T08:59:09Z'}",Mong ad xem xét lại ạ,5,False,gsjagsnd,Tại sao e chuyển khoản lúc 19h28p lúc 28/1/2022 sao vẫn chx thấy tiền về tài khoản là sao ạ
41,2022-04-11 03:11:49,"{'id': 29392520, 'body': 'VPBank rất xin lỗi vì sự bất tiện Quý Khách đang gặp phải. Để chúng tôi có thể giải đáp các thông tin liên quan đến SP/DV của VPBank, Quý khách vui lòng tạo yêu cầu chi tiết tại https://cskh.vpbank.com.vn/#SupportQuestion/CreateTicket. Ngay sau khi nhận được yêu cầuVPBank sẽ gấp rút kiểm tra  và phản hồi. Cảm ơn Quý khách!', 'modified': '2022-04-26T02:49:53Z'}",Ngân hàng lừa đảo đấy ae. Đừng tin nó mà tải ap về,1,False,concainijjjt,Bọn lừa đảo
42,2021-07-10 15:11:01,"{'id': 29923253, 'body': 'VPBank cảm ơn Quý khách đã tin tưởng và sử dụng VPBank NEO. Hy vọng Quý khách tiếp tục đồng hành cùng sự phát triển của VPBank!', 'modified': '2022-05-24T02:53:03Z'}",Vpbank neo là app ngân hàng thích nhất mà mình từng dùng,5,False,huyenngo2411,Tuyệt vời
43,2021-10-18 08:11:48,"{'id': 29420727, 'body': 'VPBank cảm ơn Quý khách đã quan tâm và góp ý cho VPBank NEO, thông tin này sẽ được gửi tới bộ phận kỹ thuật để làm căn cứ cải tiến và hoàn thiện ứng dụng, hy vọng Quý khách tiếp tục đồng hành cùng VPBank trong thời gian tới!', 'modified': '2022-04-27T07:15:55Z'}","Đang mở app có người chuyển khoản đến, nhưng số dư ko tăng. Phải đăng xuất ra mới hiện số dư tăng",2,False,foxpayluadaofptluadao,Ko cập nhật số dư
44,2021-06-28 05:54:57,"{'id': 29401227, 'body': 'VPBank cảm ơn Quý khách đã tin tưởng và sử dụng VPBank NEO. Hy vọng Quý khách tiếp tục đồng hành cùng sự phát triển của VPBank!', 'modified': '2022-04-26T10:18:00Z'}",App ngày càng đẹp và dễ dùng. Luôn ủng hộ VPBank NEO,5,False,Nowa9bi,Cảm thấy đáng yêu
