,reviewId,userName,review,score,thumbsUpCount,reviewCreatedVersion,date,developerResponse,ResponseDate
65,d38b2032-7128-4097-812e-07cba9681639,Giang Phạm,Nguyen thi hong phuc,5,0,,2023-02-18 19:14:47,,
66,975d4cb8-05c4-4375-ba70-a15e469b7fab,Quang hưng Đỗ,Uy tín nạp rút nhanh,5,1,5.4.4,2023-02-18 13:57:15,,
67,861bbea7-103b-4ab5-9806-f3da7a253dcb,Khum Phi,Tot,5,0,,2023-02-18 02:42:52,,
68,52279692-4308-4dfc-adfb-8aa82519ce0a,Tran Thang,Ứng dụng tuyệt vời,5,0,5.4.4,2023-02-17 20:01:59,,
69,869aa2d7-452d-449f-871f-ebbbdcd7b853,Hiếu Vàng,Khuôn mặt toàn sai gọi tổng đài không nghe máy bị khóa luôn không chụp khuôn mặt đc nữa,1,2,5.4.4,2023-02-17 17:19:49,,
70,06957461-09ec-4fcc-99ce-5f37cc661fc9,thủ tướng chính phủ,Trừ tiền vớ vẩn rất nhiều,1,4,5.4.4,2023-02-17 16:07:40,,
71,8b84f280-8e82-4d20-901e-ed785eca52a2,Em Le,Tôi là Lê Hồng êm,5,0,5.4.3,2023-02-17 13:23:30,,
72,468e0fdf-b101-45d6-b46d-388cbd674569,Đào Nhã,Rất tiện ít,5,0,5.4.4,2023-02-17 08:12:20,,
73,317370c4-1e55-4b8e-ad04-40f75f825af2,Khanh Nguyen,"Tiện lợi, nhanh chóng",5,1,5.4.4,2023-02-16 21:59:17,,
74,3668eade-49e5-4314-b904-9a359a6c74d7,Phuong Phangia,Rất OK,5,0,5.4.4,2023-02-16 21:33:10,,
75,e82b271e-e5de-4942-9c4c-3c5c0b533595,Hien Le duy,"Ứng dụng tốt dùng tiện lợi, có 1 cái là chuyển tiền xong lại phải bấm vào giao dịch tiếp sau đó mới bấm nút thoát được. Sửa lại cho tiện hơn đi",5,0,,2023-02-16 19:55:44,,
76,09d5e208-7b79-456e-8961-055e023031aa,nguyễn đăng,An toàn,5,0,5.3.7,2023-02-16 17:27:09,,
77,08688690-5944-43b1-9e16-2184c4eec7cf,Thơ Nguyễn,không đăng nhập vào được,2,4,5.4.4,2023-02-16 15:20:12,,
78,26af8527-812f-40b2-a1ef-2c1adc52cd49,Tiep Tranvan,Hayu,5,0,5.4.4,2023-02-16 13:38:27,,
79,621874a8-9b90-40bd-9357-655f3f260637,Đạt Nguyễn,K mở khoá vân tay đc,2,1,5.4.4,2023-02-16 08:54:36,,
80,297c1f51-77d6-468e-96ee-515a5cc665d3,B Bình,"Phiền hà, thừa thãi khi đăng nhập máy mới. Không hỗ trợ tra soát",1,7,5.4.4,2023-02-16 07:12:38,,
81,c1722dcc-59ca-418a-a52e-db9aae5ea121,hop luong,Thi thoảng lỗi ko đăng nhập đc.ko biết vs nay tn,5,0,5.4.4,2023-02-16 06:06:26,,
82,ce820610-0772-407e-8681-3061e22b10eb,Khoa Trần,Dùng ok hơn các ngân hàng khác,5,0,,2023-02-15 22:20:04,,
83,b9b0b516-6327-4d87-9050-0f049dd0bb17,Thanh loan Nguyen,Cho hỏi có tặng vàng hk v,5,0,5.4.4,2023-02-15 21:14:44,,
84,77efac4f-f476-4a5c-9b6b-97f2f12f933d,Seun Van phuk,Khuyến khích thay màn hình giao diện sang hơn nhé:))),5,0,5.4.4,2023-02-15 21:10:45,,
85,d0cd598e-da2e-4033-b5bb-a4f9881679ab,Xoa Tuyên,Rất tốt,5,0,5.4.4,2023-02-15 20:00:08,,
86,804fa424-fe14-4d73-98e6-99604df64049,Hùng Trần,Ap dung tien va nhanh,5,2,5.4.4,2023-02-15 19:26:12,,
87,3aadb7ab-0c15-4f50-b488-6807a25cb357,Tú Đẹp Trai,Ok,5,0,5.2.4,2023-02-15 17:01:18,,
88,ca90b042-8709-42e0-bf86-7cf77bd70fb8,Trường Quang,Nhận diện khuôn mặt như cc,1,3,5.4.4,2023-02-15 14:18:55,,
89,8d2920ed-6d33-4da2-86f0-d407c06f3ed7,Tuong vy Đinh,Rất uy tín,1,0,5.4.1,2023-02-15 12:40:17,,
90,f5540a2c-ebf0-4d52-9b28-357be86c8558,viet chuong,"AI nhận diện gương mặt ngu như bò, ngân hàng thuê học sinh lớp 2 viết à",1,3,5.4.4,2023-02-15 12:26:21,,
91,90cececd-f4e2-4754-b30c-7f2f0c640b4b,Thuỳ Dương Nguyễn,Càu đặt otp tự động như nào ạ,3,0,5.4.4,2023-02-15 12:15:54,,
92,0e12c23c-ab7b-4b79-bfe9-7db71aed6e6a,Loan dao,Dịch vụ như lòn,1,1,5.4.4,2023-02-15 10:10:02,,
93,9733a122-9a2a-4ced-810d-4c0d1eb02fc5,Thanh Phong Ngô,Rất ok,5,0,,2023-02-15 07:35:35,,
94,1d6fdc0e-50af-4361-bdad-d55c6542cb53,Anh Tú Quách,App tốt,5,0,5.4.4,2023-02-14 22:52:22,,
95,0d4f0083-4027-40a9-af50-379872bc8c81,Tuấn Kiệt Trần Đình,Hay trừ tiền mà không biết lý do,1,1,5.4.4,2023-02-14 22:46:17,,
96,123f7627-f223-446c-85d3-884aee34a981,Phú Trọng Nguyễn,Có đăng kí tài khoản đk đâu. App dõm dẹp cho rồi,1,2,5.4.4,2023-02-14 19:26:14,,
97,433c685b-03e0-4d67-9f7b-3e5cba2e9497,Truong Le,Cảm ơn bạn vì đã cho tôi một trải nghiệm tuyệt vời,5,0,5.4.3,2023-02-14 18:47:31,,
98,288088b1-a588-4125-ada9-5e0350af5718,Wǒ ài nǐ,CSKH tận tâm,5,0,5.4.4,2023-02-14 10:25:22,,
99,00b42b4b-ba90-4fb0-a168-91e96131ac9f,Hân Bảo,Tốt,5,0,,2023-02-14 01:25:44,,
100,c02413b4-aaa1-40c2-9255-2f9b1ea30ea3,Thành An,App như l toàn loangding ko,1,0,5.3.3,2023-02-13 19:36:39,,
101,f9389995-0a6b-4a0f-82c2-253f1ab4767e,Thanh Kr,2ZRE3. H VB,5,1,5.4.4,2023-02-13 17:32:19,,
102,5bc5f9e3-0b9e-430c-b9a1-61c3a15c8ba1,Nghia Nguyen,Rất hữu dụng,5,0,5.4.4,2023-02-13 14:52:58,,
103,2ffc7de2-75be-4366-8fe1-c4ab6b67e61d,Toàn Nguyễn,App Rất tốt . bọn ngu bị chửi dân trí thấp thì tự ái,5,0,5.4.3,2023-02-13 13:17:08,,
104,3705ece0-8edc-4e13-81b1-026d25e069ac,tinhhan thienthu,Áp gì ko cài đặt được,1,0,,2023-02-13 11:43:41,,
105,bb3bf4c3-d495-4341-81ae-f478f261508a,thanh Tran,Vỡ nợ rồi à?,1,0,,2023-02-13 11:14:54,,
106,e8990654-5687-4653-9de6-394b3a475865,HN NT,"Thông báo của ngày 10-2 mà đến 12-2 mới nhận đc, còn thông báo trừ tiền thì rất nhanh, đưa thẻ vô ấn 1 cái nhận đc thông báo trừ tiền liền",3,0,5.4.4,2023-02-13 07:42:47,,
107,0bf6f98e-a464-4bd4-800a-4384438f19dc,Thuyvy Le,Ok,5,0,,2023-02-13 01:31:07,,
108,1b59ebc4-a89f-45fa-8138-751ef694114a,Tin Hoang,Chuẩn luôn,5,0,5.4.4,2023-02-12 21:56:47,,
109,cf35f857-62bd-4b40-8be8-7a266b692951,Tai Kim,OK,5,0,,2023-02-12 20:00:17,,
110,cffe2764-fc69-4a6c-aae9-79a11d0f5c0b,Phương Nguyễn,Ok,5,0,5.4.4,2023-02-12 19:40:27,,
111,fc17d902-f10f-4fab-8032-943eac800401,Dat Vu (Đạt BV),Nhiều lúc vẫn bị đơ không vô được nữa,4,0,5.4.3,2023-02-12 15:15:35,,
112,c2dee217-3624-4706-8214-13cfe24d64a6,Thanh Thanh,đã báo chuyển thành công... Nhưng 3 ngày rồi sau vẫn chưa nhận được tiền trong t.k thế ad?,1,0,5.4.0,2023-02-12 14:48:21,,
113,2ad6ffe5-8555-43c1-b600-1086e0bf747c,Khang Do,"ck thì cho nhanh nhanh tí lúc ngta bận bắt ngta dơ máy điện thoại lên cười? nghĩ cl gì vậy gặp th nào đang đòi nợ nó đánh cho thì ngu người, cái ngân hàng hãm",1,0,5.4.4,2023-02-12 11:37:58,,
114,e177b1d7-a73a-40e9-92c2-b032d65a19ee,FA kệ tao Ế kệ tao,Cũng ok như không mua thể game được,4,0,5.3.0,2023-02-12 10:22:24,,
115,eb917e5c-5c35-463a-9c8d-0ce709632caa,hoàng huy,App có nhận diện khuôn mặt ngu học nhất trong cuộc đời,1,4,5.4.4,2023-02-12 09:57:20,,
116,522407cf-0eae-4c3b-ab61-00527cf298d7,Băn Bùi,"Ewgq d,adrae32a2sét fBBC qw",3,0,5.4.3,2023-02-12 08:59:13,,
117,71acb326-f7bf-4081-9b93-2cb03a6ac8d9,Phước Đỗ Văn,Tốt nhất,4,0,,2023-02-11 23:25:45,,
118,d41981e8-df99-40fa-83a7-e7637341ab4a,Thiện Phạm,Ok,5,1,5.4.4,2023-02-11 22:20:08,,
119,91b91d21-fa96-4ba6-bf17-ff4faffffb3f,Ngân Đoàn,Sau khi cập nhật thấy ok,5,0,5.4.2,2023-02-11 21:10:18,,
120,28da1dd6-ff9a-48d7-a15c-594a766ec591,Dân Ôsin,Good,5,0,5.4.4,2023-02-11 20:41:00,,
121,aabd7e83-3154-46a7-af08-76fae74fe515,thao pro,Amazing 😀,5,0,5.4.4,2023-02-11 20:40:17,,
122,531ff536-1ffe-4b86-938e-6c619b047e6f,Tu Nguyên,Rất hữu ích,5,0,5.4.4,2023-02-11 20:07:21,,
123,8787e6a8-d2e8-46b5-a40b-b18d6a6acd1d,Hiếu26.1_10a1 Nguyễn,Ap như loz khuyên ae k lên dùng,1,5,5.4.4,2023-02-11 17:08:31,,
124,efb9990d-5a95-4fd7-8204-f893832c3205,Bá Vũ Nguyễn,Đặt em 65 65,4,0,5.4.4,2023-02-11 14:40:11,,
125,4fae11cd-86e0-4684-b28e-32d98a11f9a0,Zinz Anh,Ok,5,0,5.4.1,2023-02-11 13:14:45,,
126,0d7a137f-c742-4da8-b41e-0f710b3cb9c0,Phượngg Nguyễnn Thị,Bank,5,0,,2023-02-11 12:03:05,,
127,aecb21d7-c0cc-42ca-b244-98d1fde13195,van hoang duc Le,Tệ.quá tệ,1,0,5.4.0,2023-02-11 11:23:26,,
128,f82c5832-39ec-4e27-bb17-03fba73c112c,Trần Quốc Thái,Rất tốt!,4,0,5.4.2,2023-02-11 09:43:52,,
129,187e55a8-bf3c-4a46-8b2e-c7945e33eedd,Phạm Thanh Liêm,Nhuconcac,1,0,,2023-02-11 09:28:25,,
130,dfeca155-21c7-448b-b408-a2dbade6fe0c,Thắng NP,"Trừ VAT, BDSD ngày 10k + 1k chẳng hiểu nổi",1,0,5.4.1,2023-02-11 00:56:11,,
131,b0710afd-36bb-4303-b2a8-3901f340536f,trọng Hữu channel,Công ty tui bắn tiền qua ngân hàng nầy thôi chứ tui không bao giờ sài .đi rút tiền cây khác chỉ 250 ngàn mà từ 9 ngàn đồng nhiều khi không rút tiền mà cũng bị từ 2.3 ngàn .,1,0,5.4.3,2023-02-11 00:24:52,,
132,df86fde4-44e1-4c74-b86b-d1781ad03479,Thuong La,Rất uy tín,5,0,5.3.4,2023-02-10 21:20:20,,
133,6773526b-7a8b-4ea4-823f-b50a8750c254,Hoàng Giang Đỗ,App như đb. Login cứ quay quay bts.,1,27,5.4.4,2023-02-10 20:29:39,,
134,de91c5b1-5b4b-40e2-9513-e4b3e92e6624,Van Tran,Oke,5,0,5.4.4,2023-02-10 19:17:22,,
135,1e8cd792-7f80-44b2-a9dc-b57b1a031a52,longfake,Số tài khoản ngân hàng khó nhớ quá :((,4,0,5.4.3,2023-02-10 14:28:11,,
136,6ba70dc3-4d06-44ed-a2ee-c2c08869db40,Tuyến Vũ quang,Rất tốt. Mọi việc rất tiện lợi.,5,23,5.4.4,2023-02-10 09:58:54,,
137,5a8b87c6-1e6e-4b8b-82fb-96d5525b953b,Tien Le,Rất tuyệt vời,5,0,,2023-02-10 09:05:47,,
138,334521e4-c8b4-4915-9b0f-f1151a941520,Fey,"Ứng dụng bị lỗi, không dùng chức năng nhận vân tay được mong ad sửa lỗi này",1,1,5.4.4,2023-02-10 08:52:29,,
139,488e5cb3-e752-40f8-8225-da9bf0e4e0d9,ĐỖ DUY TÙNG,"Dùng mượt và sướng, tiện ích như vậy mà del hiểu sao nhiều thằng Ngu k biết dùng điện thoại hay sao mà vào chê nhiều thế.",5,0,5.4.3,2023-02-10 06:25:12,,
140,c6975c7d-8134-4068-8b53-8ff3b67c2dbc,dinhnga nguyen,Khá tốt,4,0,5.4.2,2023-02-10 05:20:11,,
141,cd48b7fa-5254-4b0e-acc7-a39cc5a7e208,Thu Han,Ngan hàng vietinbank sao ngùi ta chuyển tiền da trừ tại khoản người chuyen mà còn người nhận thì từ ngày 29/01/2023 tôi nay vẫn chưa nha đc tiền vào tài khoản luon,1,0,,2023-02-09 23:45:41,,
142,b61743f0-5b79-4dd3-8c69-96e82f3dd068,Hồng Hân Phạm,"bản cập nhật 5.4.3 này bị lỗi, đang dùng bản trước bình thường, cập nhật xong giờ vào là văng ra, xóa app cài lại vẫn vậy bản 5.4.4 vẫn bị, chán, chắc đổi qua NH khác",1,1,5.4.4,2023-02-09 19:25:26,,
143,d6c2d027-1e18-4c10-8f1d-80705e68ebd2,Huong Nguyen,Vrg,5,1,5.4.4,2023-02-09 13:40:32,,
144,83518cc1-d56d-4500-af85-e67da1c0f014,Trung Anh Nguyen,"Nhanh, dễ dàng sử dụng!",5,0,5.4.4,2023-02-09 12:36:31,,
145,44718213-bb11-4f14-9195-0c851474ba13,Lê Tiến,Dịch vu ok,5,1,5.4.3,2023-02-09 12:06:25,,
146,2cbf880f-aa51-4d41-b60f-73e55532e8bc,An Nguyên,Vô luôn trang VAY333 . C0M vay 0%,1,0,5.4.3,2023-02-09 12:01:48,,
147,7176ee10-f006-4239-b66b-66c4640a2db2,Manh Nguyen,Tại lại bị trừ 50k ??? Làm ăn kiểu j đây mỗi lần chuyển vào là mất 50k,1,0,5.4.3,2023-02-09 11:05:32,,
148,9bb34e29-d4f2-484a-8a63-fdca711fe86b,Q. Bảo,"Quên mật khẩu, gửi mã otp, nhập mã otp thì thông báo viết sai ? App làm ăn kiểu gì v",1,0,5.4.4,2023-02-09 09:55:13,,
149,592ced2a-d6e1-4601-9216-562b0275bfb4,Toan Luu,Tot,5,0,5.4.3,2023-02-09 05:44:22,,
150,e11e6b4b-7a6b-45d5-99ad-0a845de25524,Ti Huynh,Ok,5,1,5.4.4,2023-02-09 02:47:03,,
151,fa7ac4c5-0147-4bb8-bcc2-4318a5ae1349,Nguyễn Minh Quý,"Ủa mình sử dụng dễ dàng và rất bình thường luôn á, sao nhiều người chê vậy???",5,2,5.4.4,2023-02-08 21:37:55,,
152,ab7b8ebf-7c48-4f32-936f-2bf4191811ff,Triều Nguyễn Hải,Qua ok,5,0,5.3.9,2023-02-08 18:53:22,,
153,6070f7ea-0a43-4914-839b-aa980b94dfe1,VÀNG DÊNH,Không đăng ký mở tài khoản đc chán thật đấy. Cứ bảo là thông tin không khớp là sao. Tôi có mở đc tài khoản app này bao giờ đâu.,3,0,5.4.3,2023-02-08 16:56:46,,
154,917bad68-1c0e-413b-af9a-da3152689564,Nam Le,Tiền về,5,1,5.4.4,2023-02-08 16:30:23,,
155,d4c6c4bd-c953-44ea-9bad-20b8b2c155ee,Phan Anh đinh,Như ***,1,2,5.4.4,2023-02-08 14:54:55,,
156,3f4108bf-f5b5-4ae1-ac65-caa74e715a37,Bách Đại,Mng đừng dùng. ghi là phí quản lí 0đ nạp 500 vào tự động bị hút 50k,1,0,,2023-02-08 14:11:32,,
157,75b7206c-cdb8-4e41-abff-e203f3077acf,Mỹ Linh,Đăng nhập xong tự nhiên vô thấy âm tiền là sao🤡😀,1,21,5.4.4,2023-02-08 13:43:43,,
158,61e91f95-e3c7-4b84-b152-4b5378dceb49,Trần Huy Hoàng,"Xác thực ngu học vl Bắt cười mãi vẫn đ được. Thế nào mới là ""cười"" với mày hả 🤨",1,0,,2023-02-08 12:05:58,,
159,17602942-fb13-4559-98fb-4393ccaa0d00,Thu Thu,Gì mà tháng nào cũng trừ tiền dv này kia Lại trừ tiền tháng này trừ gần 100k 🤬🤬🤬🤬,2,2,5.4.3,2023-02-08 09:17:23,,
160,008082cf-f9d3-4ee5-8fe7-82f9e2fc5649,Nguyễn Tiến,Vay Online 0% thì vô VAY333 . C0M,1,0,5.4.3,2023-02-08 01:43:17,,
