,date,review,rating,isEdited,userName,title,developerResponse
15,2022-10-21 07:40:20,Khi hoàn tiền thẻ tín dụng,1,False,T_Phuong,Lừa bịp,
16,2022-10-06 03:45:54,Điện thoại mình chụp rất rõ ràng hình ảnh CCCD nhưng vẫn không được chấp nhận. Bước chụp CCCD tốn gần 30p vẫn không thành công. Quyết định dừng mở tài khoản,1,False,Lê Khải Huân,Quá tệ,
17,2022-08-24 18:32:06,Bị lỗi app rồi. Mất luôn thẻ là sao ???,5,False,GDjkwosjsjjdhs,Dữ liệu không có ? Lỗi app rồi ? Tôi không vô được app vib 2.0,
18,2022-08-13 17:24:45,Giao diện sơ sài và xấu không được đẹp như my vib1.0. Ứng dụng dùng khá lag mong ngân hàng có những thay đổi nhanh nhất có thể,4,False,Bánh 03,Cần thay đổi về giao diện và nhiều thứ,
19,2022-08-02 15:35:35,"Quá chậm khi chuyển tiền,",1,False,trn van hien xc,Riêng phần mềm này tôi sẽ hủy không bao giờ sử dụng,
20,2022-06-28 15:04:37,Thanh toán mã QR quá tiện lợi dùng được nhiều nơi nên đi chơi,5,False,Giao_Chiu,Ứng dụng tuyệt vời với nhiều tính năng mới,
21,2022-07-30 01:23:35,Trả lại t My VIB 1.0,2,False,phuoc mh,App quá tệ,
22,2022-07-28 09:50:49,"App rất chậm rồi 1 đống thứ linh tinh điên rồ
Myvib thường đang đẳng cấp và mượt sang 2.0 này ko đăng nhập trên máy tính và tỷ thứ lằng nhằng rất phức tạp
Hãy chuyển về myvib thường hoặc chuyển bank",1,False,Mr K 1512,App chán,"{'id': 32048930, 'body': 'Mr K 1512, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về trải nghiệm không tốt mà bạn gặp phải. Tuy nhiên những bản cập nhập mới sẽ giúp bạn có những trải nghiệm ngày càng tốt hơn. Rất mong bạn thông cảm và tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!', 'modified': '2022-09-16T02:38:24Z'}"
23,2022-06-26 13:18:32,"Mình là người rất kỹ tính về mấy app bank, không hiểu sao gặp app này chả chê gì, giao diện đẹp, dễ dùng, tiện lợi cho người dùng",5,False,LuyệnPhương303084,App rất thân thiện với người dùng,
24,2023-02-22 09:09:49,"App mượt, dễ sử dụng",5,False,Hai Dang Viet Anh,Good,
25,2022-06-13 16:04:02,"bản chất công việc chủ yếu xài trên web, up lên 2.0 là ko xài được trên web @@ hài ghê, đã đi mở bank khác xài",1,False,Ứnhx,Up lên không xài được trên Web,"{'id': 32049327, 'body': 'Ứnhx, Chào bạn. Sau khi chuyển sang ứng dụng MyVIB 2.0, tài khoản Internet Banking và MyVIB 1.0 của bạn sẽ bị khóa và không thể tiếp tục sử dụng. VIB đã thông báo điều này trên Fanpage/Email... MyVIB 2.0 với các tính năng mới như Công nghệ thực tế tăng cường (AR), Giao dịch bằng giọng nói AI Voice Banking, Cộng đồng Friendzone sẽ mang đến cho bạn những trải nghiệm thú vị. Thông tin đến bạn!', 'modified': '2022-09-16T03:03:52Z'}"
26,2023-01-01 22:21:31,"Của nợ , tôi chuyển 725.000 vào lúc 10h 38 ngày 31/12/2022 
Số giao dịch 4325879919 trạng thái thành công mà sao đên' tận ngày thứ 3 rồi tk khac' của tôi vẫn không nhận được , tồi tệ !",1,False,Quyet0501,DUONG VIET QUYET,"{'id': 34856721, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến địa chỉ mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2023-02-14T09:05:48Z'}"
27,2022-11-19 11:56:23,Dùng thẻ tín dụng hoàn 500k cg yêu cầu hoá đơn. Má xư,1,False,Huynh_SuZzi,Ngân hàng xàm nhất từng dùng,"{'id': 33926479, 'body': 'Huynh_SuZzi, Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. Chúng tôi rất xin lỗi về những trải nghiệm không tốt mà bạn gặp phải. Bạn vui lòng liên hệ DVKH 24/7 1800 8180 (miễn phí) để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2022-12-26T03:18:15Z'}"
28,2022-06-01 05:40:10,Mọi thứ đều ổn trừ một điểm là chưa có biến động số dư OTT Alert qua ứng dụng,3,False,Huy_Mon_1403,Đánh giá,
29,2023-01-07 03:28:22,Chuyển tiền thôi mà lọ mọ mấy chục thao tác mới xong. Quá rườm rà. Yêu cầu PO thiết kế lại UX dễ dùng hơn. Version 1 dễ xài hơn.,1,False,HeyMobHere,App UX quá rườm rà. Yêu cầu thiết kế lại UX,"{'id': 34856595, 'body': 'Chào bạn, Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Với những bản cập nhập mới sẽ giúp bạn có những trải nghiệm ngày càng tốt hơn. Rất mong bạn sẽ tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!', 'modified': '2023-02-14T09:01:03Z'}"
30,2023-01-15 00:35:54,"Mở thẻ tín dụng online plus đủ đk miễn phí thường niên nhưng ko đc miễn, hạn mức có 15 triệu mà phí thường niên thu 599K, dính phải ngân hàng này như dính phải cứ.t. Các bạn nên né cái ngân hàng xàm lồ.n này ra",1,False,chuyenbka,"Ngân hàng lừa đảo, ăn cắp","{'id': 34855666, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn. Bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2023-02-14T08:27:53Z'}"
31,2023-02-26 14:37:59,"Số dư tài khoản cập nhật khá lâu cần khắc phục lại, có thông báo nhận tiền rồi mà tài khoản vẫn không có cộng tiền",1,False,jejcskas,Lỗi,
32,2023-02-23 23:53:33,Không đăng nhập được vào app,1,False,diẹndbbsksnsm,Không đăng nhập được,
33,2023-02-23 01:31:35,Đăng ký smart otp nhập đi nhập lại toàn lỗi,1,False,hineyeuban,Smart OTP lỗi,"{'id': 35049104, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến địa chỉ mail dvkh247-mob@vib.com.vn để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r', 'modified': '2023-02-24T07:31:56Z'}"
34,2023-02-22 14:57:48,App lag dữ vậy,1,False,chanleejin,App lag,"{'id': 35049115, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến địa chỉ mail dvkh247-mob@vib.com.vn để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r', 'modified': '2023-02-24T07:32:17Z'}"
35,2023-02-22 11:04:11,Chưa Sài đã trừ tiền bảo hiểm. Thẻ như lol,1,False,ttniem123,Thẻ tín dụng vib,"{'id': 35049122, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến địa chỉ mail dvkh247-mob@vib.com.vn để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r', 'modified': '2023-02-24T07:32:32Z'}"
36,2023-02-21 09:00:00,Tuyệt vời,5,False,nguyễn thế phúc 96,Thật sự VIB đã có 1 sự thay đổi app kiến trải nhiệm khác hẳn,
37,2023-02-21 23:45:15,Dùng 5 cái app ngân hàng có mỗi cái VIB này cứ nhắn quảng cáo liên tục bực thật,1,False,Hnggiagia,AP Làm phiền,"{'id': 35028481, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến địa chỉ mail dvkh247-mob@vib.com.vn để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r', 'modified': '2023-02-23T06:58:22Z'}"
38,2023-02-20 09:05:19,"App dùng ổn, có thêm phần hiện tin nhắn thông báo giao dịch nhưng vẫn muốn hiện cả tên tài khoản người gửi và nội dụng lên ạ chứ không có là phải vào xem mới biết á:<",4,False,phlcute,Tin nhắn thông báo,
39,2023-02-21 04:10:25,"Ngân hàng chất lượng dịch vụ rất rất tệ, cskh kém, hứa với khách hàng nhưng ko làm",1,False,Good app 💪,"Ngân hàng chất lượng dịch vụ rất rất tệ, cskh kém, hứa với khách hàng nhưng ko làm","{'id': 35011424, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ MyVIB 2.0.VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn. Bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r', 'modified': '2023-02-22T10:46:32Z'}"
40,2023-02-16 09:36:27,"Nên tập trung sự ổn định và loại bỏ nhiều chi tiết thừa 
App ngân hàng chỉ cần ổn định là chủ đạo",4,False,Kiều đức trọng,Giao diện và độ mượt không bằng 1.0,
41,2023-02-20 04:47:22,"Nhập đúng báo lỗi, đổi và dùng pass mới cũng lỗi",1,False,tvtrong92,Lỗi smart otp,"{'id': 35011432, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ MyVIB 2.0.VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn. Bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r\n', 'modified': '2023-02-22T10:46:49Z'}"
42,2023-02-20 03:23:27,Đề nghị ông làm UX ngồi dùng lại sản phẩm và làm lại UX đi. Tệ không tả được. Chả có cái app ngân hàng nào mà thao tác chuyển tiền nó lại ngu si thế cả. Giao diện còn không thân thiện bằng bản 1.0,1,False,Kokorambo,UX tệ quá mức,"{'id': 35011690, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. VIB vẫn đang tiếp tục nghiên cứu và cải thiện ứng dụng để đáp ứng ngày càng tốt hơn nhu cẩu của khách hàng. Rất mong bạn sẽ tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!\r', 'modified': '2023-02-22T10:57:50Z'}"
43,2023-02-19 12:40:00,Không bao giờ tin tưởng và sd ngân hàng VIB nữa,1,False,Ngocdotho,Để lộ thông tin khách hàng cho bên thứ ba,"{'id': 34982408, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r\n', 'modified': '2023-02-21T04:04:24Z'}"
44,2023-02-18 05:04:36,"Dịch vụ và cách phục vụ của ngân hàng rất kém,k nên dùng",1,False,tân tn,K nên dùng ngân hàng này,"{'id': 34965708, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r\n', 'modified': '2023-02-20T09:38:54Z'}"
45,2023-02-18 04:17:57,App bị lỗi giao dịch. Chán !,1,False,thuan123tn,App lỗi quá,"{'id': 34965699, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r\n', 'modified': '2023-02-20T09:38:46Z'}"
46,2023-02-17 16:36:06,lỗi! ko tìm thấy tk nguồn và tk ko hỗ trợ hình thức chuyển tiền,1,False,chutichhang,👎,"{'id': 34965692, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r\n', 'modified': '2023-02-20T09:38:31Z'}"
47,2023-02-17 07:29:17,Một ngày đẹp trời bắt phải rải VIB 2.0 về và dùng ko được.  Gọi lên ngân hàng 4 lần vẫn không giải quyết được.,1,False,Yen Nguyen TNOJ,Làm việc quá chán,"{'id': 34965682, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r\n', 'modified': '2023-02-20T09:38:17Z'}"
48,2023-02-09 02:07:36,"1. QR scanner không quét được 
2. Màn hình chuyển khoản ko biển thị toàn bộ tên người nhận(???).",2,False,knguyen0105,Cần QA/QC kỹ hơn trước khi go live,"{'id': 34874596, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ MyVIB 2.0. VIB xin ghi nhận góp ý của bạn và sẽ nghiên cứu chỉnh sửa tính năng này trong các bản cập nhật tiếp theo. Rất mong bạn tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!', 'modified': '2023-02-15T04:55:54Z'}"
49,2023-02-14 04:12:15,Quá mất dạy,1,False,hoanganhvip,"App ngu xuẩn,ngân hàng lừa khách hàng",
50,2023-02-13 00:19:26,Chuyển tiền mấy ngày rồi mà app vẫn chưa update tiền. Làm ăn chán thật.,1,False,newbie24456777,Chuyển khoản,"{'id': 34965671, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r\n', 'modified': '2023-02-20T09:37:55Z'}"
51,2023-02-12 14:10:34,Dùng rất bực. Đăng nhập mãi k được mà trong khi tên đăng nhập và mk vẫn như cũ. Lấy mã gửi vào mail mà đợi cả 10 năm k thấy cái mã nào gửi vào mail. Cáu thực sự,1,False,dit me momo,Nâng cấp còn tệ hơn bản cũ,"{'id': 34965661, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r', 'modified': '2023-02-20T09:37:44Z'}"
52,2023-02-12 05:37:33,"Siêu tệ, báo mã Smart OTP ko đúng sau đó đổi lại báo thành công nhập lại mã vẫn báo ko hợp lệ.",1,False,Vib siêu tệ,Siêu tệ,"{'id': 34874581, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2023-02-15T04:54:38Z'}"
53,2023-02-11 03:16:08,"Từ hồi chuyển qua app mới của vib spam thông báo kinh khủng,tại sao vib lại thuê đội spam vậy,ko hiểu khách hàng cần gì,đội này chứng tỏ sự non trẻ thiếu kinh nghiệm kinh khủng,t xài nhiều app ngân hàng rồi mà chưa thấy app nào spam kinh vậy,xứng đáng 1 sao",1,False,ntt1996,App spam quá,"{'id': 34874583, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2023-02-15T04:54:39Z'}"
54,2023-02-10 13:13:23,Quá tệ,1,False,hoangtunghien22,.,"{'id': 34874585, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2023-02-15T04:54:41Z'}"
55,2023-02-08 13:52:36,"Sai lầm khi chuyển sang bản 2.0. Bản cũ đang dùng tốt, chuyển qua app mới liền lỗi tè le, bấm vào đâu cũng lỗi ko xác định. Quá nhiều tính năng thừa thải, quá nhiều thao tác, chung quy một chữ tệ. Bực mình.",1,False,người dùng không khả dụng,App quá tệ,"{'id': 34874619, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ MyVIB 2.0.VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn. Bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2023-02-15T04:57:25Z'}"
56,2023-02-07 14:36:04,Trải nghiệm app 2.0 quá tệ. Tài khoản có tiền nhưng khi bấm chuyển tiền lại báo không có tài khoản để chuyển tiền. Thẻ tín dụng có nhưng luôn pending là đang yêu cầu thẻ. Ngân hàng cần khắc phục gấp,1,False,Qưeuuu,Tệ,"{'id': 34874615, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ MyVIB 2.0.VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn. Bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!', 'modified': '2023-02-15T04:57:05Z'}"
57,2023-02-06 14:18:34,Lần đầu xài VIB cũng là lần cuối! Quá nhiều lỗi cho những thao tác đơn giản. Sợ quá rút hết tiền chuyển về ngân hàng khác. Lỡ đang cần giao dịch gấp app lỗi đc giam tiền của khách luôn đợi bảo trì xong chắc ăn cám quá!,1,False,Hgsgogo,Bye k hẹn ngày gặp lại,"{'id': 34965877, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r', 'modified': '2023-02-20T09:44:28Z'}"
58,2023-02-03 14:58:11,Lỗi quá nhiều khi sử dụng,1,False,báib,App cho trải nghiệm ko tốt,"{'id': 34965889, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r\n', 'modified': '2023-02-20T09:44:44Z'}"
59,2023-02-03 12:54:35,log in còn k được báo lỗi liên tục,1,False,nva0303,app chán,"{'id': 34965893, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r\n', 'modified': '2023-02-20T09:44:53Z'}"
60,2023-01-18 01:56:48,Cần thêm nội dung chuyển tiền. Chứ auto chuyển tiền thế này ko ghi đc nội dung. Lỡ bên kia yêu cầu nội dung rồi sao chuyển....,4,False,duonghai93,Nội dung.,
61,2023-02-03 12:45:26,App quá tệ lâu lâu lỗi cứ phải xoá đi tải lại vẫn không xử lý được,1,False,LinhCam120395,Lỗi,"{'id': 34965899, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ của MyVIB 2.0. VIB rất tiếc về những trải nghiệm không tốt mà bạn gặp phải. Để hiểu rõ hơn về vấn đề của bạn, bạn vui lòng gửi yêu cầu đến hộp mail dvkh247-mob@vib.com.vn hoặc để lại thông tin tại đây để được hỗ trợ tốt hơn. Trân trọng cảm ơn!\r\n', 'modified': '2023-02-20T09:45:04Z'}"
62,2023-02-03 11:37:41,"Hay bị lỗi, mở ap ra, dữ liệu trắng quá lo lắng.
App hiển thị dữ liệu ko tốt bằng my vib cũ.
Cần thông tin tài khoản số dư.
Tk tiết kiệm ngày tất toán hiện thị luôn chứ. Giờ phải mở từng sổ để xem khó nhìn lên kế hoạch tính toán",1,False,hdjiyw,Ứng dụng nhiều bất tiện,"{'id': 34965934, 'body': 'Chào bạn. Cảm ơn bạn đã sử dụng dịch vụ MyVIB 2.0. VIB xin ghi nhận góp ý của bạn và sẽ nghiên cứu chỉnh sửa tính năng này trong các bản cập nhật tiếp theo. Rất mong bạn tiếp tục ủng hộ, đồng hành cùng VIB. Trân trọng cảm ơn!\r\n', 'modified': '2023-02-20T09:45:50Z'}"
